drug,source,field,token
ABT737,drug_sample,PUTATIVE_TARGET,BCL-B
ABT737,drug_sample,PUTATIVE_TARGET,BCL-W
ABT737,drug_sample,PUTATIVE_TARGET,BCL-XL
ABT737,drug_sample,PUTATIVE_TARGET,BCL2
ABT737,drug_sample,PUTATIVE_TARGET,BFL1
ABT737,drug_sample,PATHWAY_NAME,Apoptosis regulation
AFURESERTIB,drug_sample,PUTATIVE_TARGET,AKT1
AFURESERTIB,drug_sample,PUTATIVE_TARGET,AKT2
AFURESERTIB,drug_sample,PUTATIVE_TARGET,AKT3
AFURESERTIB,drug_sample,PATHWAY_NAME,MTOR signaling
AFURESERTIB,drug_sample,PATHWAY_NAME,PI3K
AGI-5198,drug_sample,PUTATIVE_TARGET,IDH1 (R132H)
AGI-5198,drug_sample,PATHWAY_NAME,Metabolism
AZD3759,drug_sample,PUTATIVE_TARGET,EGFR
AZD3759,drug_sample,PATHWAY_NAME,EGFR signaling
AZD5363,drug_sample,PUTATIVE_TARGET,AKT1
AZD5363,drug_sample,PUTATIVE_TARGET,AKT2
AZD5363,drug_sample,PUTATIVE_TARGET,AKT3
AZD5363,drug_sample,PUTATIVE_TARGET,ROCK2
AZD5363,drug_sample,PATHWAY_NAME,Other
AZD5363,drug_sample,PATHWAY_NAME,kinases
OSIMERTINIB,drug_sample,PUTATIVE_TARGET,EGFR
OSIMERTINIB,drug_sample,PATHWAY_NAME,EGFR signaling
CEDIRANIB,drug_sample,PUTATIVE_TARGET,CSF1R
CEDIRANIB,drug_sample,PUTATIVE_TARGET,FLT1
CEDIRANIB,drug_sample,PUTATIVE_TARGET,FLT2
CEDIRANIB,drug_sample,PUTATIVE_TARGET,FLT3
CEDIRANIB,drug_sample,PUTATIVE_TARGET,FLT4
CEDIRANIB,drug_sample,PUTATIVE_TARGET,KDR
CEDIRANIB,drug_sample,PUTATIVE_TARGET,KIT
CEDIRANIB,drug_sample,PUTATIVE_TARGET,PDGFRA
CEDIRANIB,drug_sample,PUTATIVE_TARGET,PDGFRB
CEDIRANIB,drug_sample,PUTATIVE_TARGET,VEGFR
CEDIRANIB,drug_sample,PATHWAY_NAME,RTK signaling
IPATASERTIB,drug_sample,PUTATIVE_TARGET,AKT
IPATASERTIB,drug_sample,PUTATIVE_TARGET,AKT1
IPATASERTIB,drug_sample,PUTATIVE_TARGET,AKT3
IPATASERTIB,drug_sample,PATHWAY_NAME,MTOR signaling
IPATASERTIB,drug_sample,PATHWAY_NAME,PI3K
GDC0810,drug_sample,PUTATIVE_TARGET,ESR1
GDC0810,drug_sample,PUTATIVE_TARGET,ESR2
GDC0810,drug_sample,PATHWAY_NAME,Hormone-related
GNE-317,drug_sample,PUTATIVE_TARGET,PI3Kalpha
GNE-317,drug_sample,PATHWAY_NAME,MTOR signaling
GNE-317,drug_sample,PATHWAY_NAME,PI3K
GSK2578215A,drug_sample,PUTATIVE_TARGET,LRRK2
GSK2578215A,drug_sample,PATHWAY_NAME,Other
GSK2578215A,drug_sample,PATHWAY_NAME,kinases
I-BRD9,drug_sample,PUTATIVE_TARGET,BRD9
I-BRD9,drug_sample,PATHWAY_NAME,Chromatin other
TELOMERASE INHIBITOR IX,drug_sample,PUTATIVE_TARGET,Telomerase
TELOMERASE INHIBITOR IX,drug_sample,PATHWAY_NAME,Genome integrity
MIRA-1,drug_sample,PUTATIVE_TARGET,TP53
MIRA-1,drug_sample,PATHWAY_NAME,p53 pathway
NVP-ADW742,drug_sample,PUTATIVE_TARGET,IGF1R
NVP-ADW742,drug_sample,PATHWAY_NAME,IGF1R signaling
P22077,drug_sample,PUTATIVE_TARGET,USP47
P22077,drug_sample,PUTATIVE_TARGET,USP7
P22077,drug_sample,PATHWAY_NAME,Protein stability and degradation
SAVOLITINIB,drug_sample,PUTATIVE_TARGET,MET
SAVOLITINIB,drug_sample,PATHWAY_NAME,RTK signaling
UMI-77,drug_sample,PUTATIVE_TARGET,MCL1
UMI-77,drug_sample,PATHWAY_NAME,Apoptosis regulation
WIKI4,drug_sample,PUTATIVE_TARGET,TNKS1
WIKI4,drug_sample,PUTATIVE_TARGET,TNKS2
WIKI4,drug_sample,PATHWAY_NAME,WNT signaling
WEHI-539,drug_sample,PUTATIVE_TARGET,BCL-XL
WEHI-539,drug_sample,PATHWAY_NAME,Apoptosis regulation
BPD-00008900,drug_sample,PATHWAY_NAME,Other
N25720-51-A1,drug_sample,PATHWAY_NAME,Unclassified
N27922-53-1,drug_sample,PATHWAY_NAME,Unclassified
N30652-18-1,drug_sample,PATHWAY_NAME,Unclassified
N29087-69-1,drug_sample,PATHWAY_NAME,Unclassified
HKMTI-1-005,drug_sample,PATHWAY_NAME,Unclassified
ICL-SIRT078,drug_sample,PUTATIVE_TARGET,SIR2
ICL-SIRT078,drug_sample,PATHWAY_NAME,Other
AGK2,drug_sample,PUTATIVE_TARGET,BAZ2A
AGK2,drug_sample,PUTATIVE_TARGET,BAZ2B
AGK2,drug_sample,PATHWAY_NAME,Chromatin histone acetylation
BIBR-1532,drug_sample,PUTATIVE_TARGET,TERT
BIBR-1532,drug_sample,PATHWAY_NAME,Genome integrity
PYRIDOSTATIN,drug_sample,PUTATIVE_TARGET,G-quadruplex stabiliser
PYRIDOSTATIN,drug_sample,PATHWAY_NAME,DNA replication
AMG-319,drug_sample,PUTATIVE_TARGET,PI3K (beta sparing)
AMG-319,drug_sample,PATHWAY_NAME,MTOR signaling
AMG-319,drug_sample,PATHWAY_NAME,PI3K
MK-8776,drug_sample,PUTATIVE_TARGET,CDK2
MK-8776,drug_sample,PUTATIVE_TARGET,CHEK1
MK-8776,drug_sample,PUTATIVE_TARGET,CHEK2
MK-8776,drug_sample,PATHWAY_NAME,Cell cycle
MYCOPHENOLIC ACID,drug_sample,PATHWAY_NAME,Unclassified
REMODELIN,drug_sample,PATHWAY_NAME,Unclassified
LJI308,drug_sample,PUTATIVE_TARGET,RSK1
LJI308,drug_sample,PUTATIVE_TARGET,RSK2
LJI308,drug_sample,PUTATIVE_TARGET,RSK3
LJI308,drug_sample,PATHWAY_NAME,MTOR signaling
LJI308,drug_sample,PATHWAY_NAME,PI3K
AZ6102,drug_sample,PUTATIVE_TARGET,TNKS1
AZ6102,drug_sample,PUTATIVE_TARGET,TNKS2
AZ6102,drug_sample,PATHWAY_NAME,WNT signaling
GSK591,drug_sample,PUTATIVE_TARGET,PMRT5
GSK591,drug_sample,PATHWAY_NAME,Chromatin histone methylation
VE821,drug_sample,PUTATIVE_TARGET,ATR
VE821,drug_sample,PATHWAY_NAME,Genome integrity
VTP-A,drug_sample,PATHWAY_NAME,Unclassified
VTP-B,drug_sample,PATHWAY_NAME,Unclassified
PBD-288,drug_sample,PATHWAY_NAME,Unclassified
POMHEX,drug_sample,PATHWAY_NAME,Unclassified
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM3A
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM4A
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM4C
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM4E
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM6B
CT7033-2,drug_sample,PATHWAY_NAME,Chromatin histone methylation
GSK-LSD1-2HCL,drug_sample,PUTATIVE_TARGET,LSD1
GSK-LSD1-2HCL,drug_sample,PATHWAY_NAME,Chromatin histone methylation
5-AZACYTIDINE,drug_sample,PUTATIVE_TARGET,DNA methyltransferases
5-AZACYTIDINE,drug_sample,PATHWAY_NAME,Other
A-366,drug_sample,PUTATIVE_TARGET,EHMT1
A-366,drug_sample,PUTATIVE_TARGET,EHMT2
A-366,drug_sample,PATHWAY_NAME,Chromatin histone methylation
CPI-637,drug_sample,PUTATIVE_TARGET,EP300
CPI-637,drug_sample,PATHWAY_NAME,Chromatin histone methylation
UNC0379,drug_sample,PUTATIVE_TARGET,SETD8
UNC0379,drug_sample,PATHWAY_NAME,Chromatin histone methylation
AT13148,drug_sample,PUTATIVE_TARGET,AKT1
AT13148,drug_sample,PATHWAY_NAME,MTOR signaling
AT13148,drug_sample,PATHWAY_NAME,PI3K
GSK2830371,drug_sample,PUTATIVE_TARGET,PPM1D
GSK2830371,drug_sample,PUTATIVE_TARGET,WIP1
GSK2830371,drug_sample,PATHWAY_NAME,Other
THR-101,drug_sample,PUTATIVE_TARGET,Mutant RAS
THR-101,drug_sample,PATHWAY_NAME,MTOR signaling
THR-101,drug_sample,PATHWAY_NAME,PI3K
THR-102,drug_sample,PUTATIVE_TARGET,Mutant RAS
THR-102,drug_sample,PATHWAY_NAME,MTOR signaling
THR-102,drug_sample,PATHWAY_NAME,PI3K
THR-103,drug_sample,PUTATIVE_TARGET,Mutant RAS
THR-103,drug_sample,PATHWAY_NAME,MTOR signaling
THR-103,drug_sample,PATHWAY_NAME,PI3K
ASCORBATE (VITAMIN C),drug_sample,PUTATIVE_TARGET,anti-oxidant proteins
ASCORBATE (VITAMIN C),drug_sample,PATHWAY_NAME,Other
GLUTATHIONE,drug_sample,PUTATIVE_TARGET,anti-oxidant proteins
GLUTATHIONE,drug_sample,PATHWAY_NAME,Other
ALPHA-LIPOIC ACID,drug_sample,PUTATIVE_TARGET,Metabolism
ALPHA-LIPOIC ACID,drug_sample,PATHWAY_NAME,Metabolism
N-ACETYL CYSTEINE,drug_sample,PUTATIVE_TARGET,Metabolism
N-ACETYL CYSTEINE,drug_sample,PATHWAY_NAME,Metabolism
ANLOTINIB,drug_sample,PUTATIVE_TARGET,KDR
ANLOTINIB,drug_sample,PUTATIVE_TARGET,PDGFRB
LITRONESIB,drug_sample,PUTATIVE_TARGET,KIF11
BIIB021,drug_sample,PUTATIVE_TARGET,HSP90AA1
IMIQUIMOD,drug_sample,PUTATIVE_TARGET,TLR7
IMIQUIMOD,drug_sample,PUTATIVE_TARGET,TLR8
EXISULIND,drug_sample,PUTATIVE_TARGET,PDE5A
TALMAPIMOD,drug_sample,PUTATIVE_TARGET,MAPK11
TALMAPIMOD,drug_sample,PUTATIVE_TARGET,MAPK14
P276-00,drug_sample,PUTATIVE_TARGET,CDK1
P276-00,drug_sample,PUTATIVE_TARGET,CDK4
P276-00,drug_sample,PUTATIVE_TARGET,CDK9
MLN0128,drug_sample,PUTATIVE_TARGET,MTOR
MLN0128,drug_sample,PUTATIVE_TARGET,PIK3CA
MLN0128,drug_sample,PUTATIVE_TARGET,PIK3CD
MLN0128,drug_sample,PUTATIVE_TARGET,PIK3CG
OLTIPRAZ,drug_sample,PUTATIVE_TARGET,ANG
DICHLOROACETATE,drug_sample,PUTATIVE_TARGET,PDK1
ROSCOVITINE,drug_sample,PUTATIVE_TARGET,CDK2
ROSCOVITINE,drug_sample,PUTATIVE_TARGET,CDK9
EVEROLIMUS,drug_sample,PUTATIVE_TARGET,MTOR
BARDOXOLONE-METHYL,drug_sample,PUTATIVE_TARGET,PPARG
BARDOXOLONE-METHYL,drug_sample,PUTATIVE_TARGET,STAT3
GENISTEIN,drug_sample,PUTATIVE_TARGET,CFTR
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESR1
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESR2
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESRRA
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESRRB
GENISTEIN,drug_sample,PUTATIVE_TARGET,ESRRG
GENISTEIN,drug_sample,PUTATIVE_TARGET,NCOA1
GENISTEIN,drug_sample,PUTATIVE_TARGET,NCOA2
GENISTEIN,drug_sample,PUTATIVE_TARGET,PPARG
GENISTEIN,drug_sample,PUTATIVE_TARGET,PTK2B
GENISTEIN,drug_sample,PUTATIVE_TARGET,TOP2A
GENISTEIN,drug_sample,PUTATIVE_TARGET,TRPC5
CYT387,drug_sample,PUTATIVE_TARGET,JAK1
CYT387,drug_sample,PUTATIVE_TARGET,JAK2
CYT387,drug_sample,PUTATIVE_TARGET,JAK3
S-111,drug_sample,PUTATIVE_TARGET,PARP1
AMINOGLUTETHIMIDE,drug_sample,PUTATIVE_TARGET,CYP11A1
AMINOGLUTETHIMIDE,drug_sample,PUTATIVE_TARGET,CYP19A1
FILANESIB,drug_sample,PUTATIVE_TARGET,KIF11
NVP-AUY922,drug_sample,PUTATIVE_TARGET,HSP90AA1
NVP-AUY922,drug_sample,PUTATIVE_TARGET,HSP90AB1
TAMIBAROTENE,drug_sample,PUTATIVE_TARGET,RARA
TAMIBAROTENE,drug_sample,PUTATIVE_TARGET,RARB
RIGOSERTIB,drug_sample,PUTATIVE_TARGET,PLK1
ALVESPIMYCIN,drug_sample,PUTATIVE_TARGET,HSP90AA1
PEXIDARTINIB,drug_sample,PUTATIVE_TARGET,CSF1R
PEXIDARTINIB,drug_sample,PUTATIVE_TARGET,FLT3
PEXIDARTINIB,drug_sample,PUTATIVE_TARGET,KIT
VEMURAFENIB,drug_sample,PUTATIVE_TARGET,BRAF
VEMURAFENIB,drug_sample,PUTATIVE_TARGET,RAF1
LOMEGUATRIB,drug_sample,PUTATIVE_TARGET,MGMT
AZACITIDINE,drug_sample,PUTATIVE_TARGET,DNMT1
AZACITIDINE,drug_sample,PUTATIVE_TARGET,DNMT3A
DAUNORUBICIN,drug_sample,PUTATIVE_TARGET,TOP2A
DAUNORUBICIN,drug_sample,PUTATIVE_TARGET,TOP2B
TIVANTINIB,drug_sample,PUTATIVE_TARGET,MET
RESIQUIMOD,drug_sample,PUTATIVE_TARGET,TLR7
RESIQUIMOD,drug_sample,PUTATIVE_TARGET,TLR8
ESTRAMUSTINE,drug_sample,PUTATIVE_TARGET,ESR1
ESTRAMUSTINE,drug_sample,PUTATIVE_TARGET,ESR2
ESTRAMUSTINE,drug_sample,PUTATIVE_TARGET,MAP1A
ESTRAMUSTINE,drug_sample,PUTATIVE_TARGET,MAP2
INDOXIMOD,drug_sample,PUTATIVE_TARGET,IDO1
AVL-292,drug_sample,PUTATIVE_TARGET,BTK
AVL-292,drug_sample,PUTATIVE_TARGET,YES1
BRIGATINIB,drug_sample,PUTATIVE_TARGET,ALK
BRIGATINIB,drug_sample,PUTATIVE_TARGET,EGFR
FK-866,drug_sample,PUTATIVE_TARGET,NAMPT
AS-703026,drug_sample,PUTATIVE_TARGET,MAP2K1
AS-703026,drug_sample,PUTATIVE_TARGET,MAP2K2
ACALABRUTINIB,drug_sample,PUTATIVE_TARGET,BTK
LOXO-101,drug_sample,PUTATIVE_TARGET,NTRK1
LOXO-101,drug_sample,PUTATIVE_TARGET,NTRK2
LOXO-101,drug_sample,PUTATIVE_TARGET,NTRK3
AMG-337,drug_sample,PUTATIVE_TARGET,MET
GOLVATINIB,drug_sample,PUTATIVE_TARGET,KDR
GOLVATINIB,drug_sample,PUTATIVE_TARGET,MET
NAPABUCASIN,drug_sample,PUTATIVE_TARGET,STAT3
VX-745,drug_sample,PUTATIVE_TARGET,MAPK11
VX-745,drug_sample,PUTATIVE_TARGET,MAPK12
VX-745,drug_sample,PUTATIVE_TARGET,MAPK14
DOVITINIB,drug_sample,PUTATIVE_TARGET,CSF1R
DOVITINIB,drug_sample,PUTATIVE_TARGET,EGFR
DOVITINIB,drug_sample,PUTATIVE_TARGET,FGFR1
DOVITINIB,drug_sample,PUTATIVE_TARGET,FGFR2
DOVITINIB,drug_sample,PUTATIVE_TARGET,FGFR3
DOVITINIB,drug_sample,PUTATIVE_TARGET,FLT1
DOVITINIB,drug_sample,PUTATIVE_TARGET,FLT3
DOVITINIB,drug_sample,PUTATIVE_TARGET,FLT4
DOVITINIB,drug_sample,PUTATIVE_TARGET,INSR
DOVITINIB,drug_sample,PUTATIVE_TARGET,KDR
DOVITINIB,drug_sample,PUTATIVE_TARGET,KIT
DOVITINIB,drug_sample,PUTATIVE_TARGET,PDGFRA
DOVITINIB,drug_sample,PUTATIVE_TARGET,PDGFRB
ISPINESIB,drug_sample,PUTATIVE_TARGET,KIF11
CANERTINIB,drug_sample,PUTATIVE_TARGET,AKT1
CANERTINIB,drug_sample,PUTATIVE_TARGET,EGFR
CANERTINIB,drug_sample,PUTATIVE_TARGET,ERBB2
CANERTINIB,drug_sample,PUTATIVE_TARGET,ERBB4
CINACALCET,drug_sample,PUTATIVE_TARGET,CASR
3-AMINO-BENZAMIDE,drug_sample,PUTATIVE_TARGET,PARP1
GDC-0980,drug_sample,PUTATIVE_TARGET,FGR
GDC-0980,drug_sample,PUTATIVE_TARGET,MAP3K9
GDC-0980,drug_sample,PUTATIVE_TARGET,MTOR
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CA
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CB
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CD
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CG
GDC-0980,drug_sample,PUTATIVE_TARGET,SYK
AT13387,drug_sample,PUTATIVE_TARGET,HSP90AA1
NERATINIB,drug_sample,PUTATIVE_TARGET,EGFR
NERATINIB,drug_sample,PUTATIVE_TARGET,ERBB2
NERATINIB,drug_sample,PUTATIVE_TARGET,KDR
IVOSIDENIB,drug_sample,PUTATIVE_TARGET,IDH1
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA1
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA2
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA3
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA4
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA5
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA6
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA7
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMA8
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB1
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB10
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB11
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB2
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB3
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB4
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB5
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB6
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB7
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB8
CARFILZOMIB,drug_sample,PUTATIVE_TARGET,PSMB9
ABEMACICLIB,drug_sample,PUTATIVE_TARGET,CDK4
ABEMACICLIB,drug_sample,PUTATIVE_TARGET,CDK6
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,COMT
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,CYP19A1
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,CYP1A1
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,CYP1B1
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,HIF1A
2-METHOXYESTRADIOL,drug_sample,PUTATIVE_TARGET,TUBB
ICARIIN,drug_sample,PUTATIVE_TARGET,PDE5A
BARASERTIB,drug_sample,PUTATIVE_TARGET,AURKA
BARASERTIB,drug_sample,PUTATIVE_TARGET,AURKB
ATIPRIMOD,drug_sample,PUTATIVE_TARGET,JAK2
ATIPRIMOD,drug_sample,PUTATIVE_TARGET,STAT3
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK1
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK2
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK4
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK5
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK6
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK7
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK8
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,CDK9
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,EGFR
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,PYGM
CP-724714,drug_sample,PUTATIVE_TARGET,ERBB2
SCH-900776,drug_sample,PUTATIVE_TARGET,CDK2
SCH-900776,drug_sample,PUTATIVE_TARGET,CHEK1
TACEDINALINE,drug_sample,PUTATIVE_TARGET,HDAC1
IDASANUTLIN,drug_sample,PUTATIVE_TARGET,MDM2
IDASANUTLIN,drug_sample,PUTATIVE_TARGET,TP53
BMS-690514,drug_sample,PUTATIVE_TARGET,EGFR
BMS-690514,drug_sample,PUTATIVE_TARGET,ERBB2
BMS-690514,drug_sample,PUTATIVE_TARGET,FLT3
BMS-690514,drug_sample,PUTATIVE_TARGET,KDR
MEISOINDIGO,drug_sample,PUTATIVE_TARGET,STAT3
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,ATR
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,MTOR
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,PIK3CA
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,PIK3CD
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,PIK3CG
PHA-848125,drug_sample,PUTATIVE_TARGET,CDK2
PHA-848125,drug_sample,PUTATIVE_TARGET,CDK4
PHA-848125,drug_sample,PUTATIVE_TARGET,CDK7
PHA-848125,drug_sample,PUTATIVE_TARGET,NTRK1
COPANLISIB,drug_sample,PUTATIVE_TARGET,PIK3CA
COPANLISIB,drug_sample,PUTATIVE_TARGET,PIK3CB
COPANLISIB,drug_sample,PUTATIVE_TARGET,PIK3CD
COPANLISIB,drug_sample,PUTATIVE_TARGET,PIK3CG
ITACITINIB,drug_sample,PUTATIVE_TARGET,JAK1
RESMINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC1
RESMINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC3
RESMINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC6
RESMINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC8
XL-647,drug_sample,PUTATIVE_TARGET,EGFR
XL-647,drug_sample,PUTATIVE_TARGET,EPHB4
XL-647,drug_sample,PUTATIVE_TARGET,ERBB2
XL-647,drug_sample,PUTATIVE_TARGET,FLT4
XL-647,drug_sample,PUTATIVE_TARGET,KDR
INDIRUBIN,drug_sample,PUTATIVE_TARGET,CDK1
INDIRUBIN,drug_sample,PUTATIVE_TARGET,CDK5
INDIRUBIN,drug_sample,PUTATIVE_TARGET,GSK3A
LY2603618,drug_sample,PUTATIVE_TARGET,CHEK1
INCB-024360,drug_sample,PUTATIVE_TARGET,IDO1
HEXAMETHYLENEBISACETAMIDE,drug_sample,PUTATIVE_TARGET,AKT1
PRALATREXATE,drug_sample,PUTATIVE_TARGET,DHFR
PRALATREXATE,drug_sample,PUTATIVE_TARGET,TYMS
GANETESPIB,drug_sample,PUTATIVE_TARGET,HSP90AA1
GLASDEGIB,drug_sample,PUTATIVE_TARGET,SMO
ELAFIBRANOR,drug_sample,PUTATIVE_TARGET,PPARA
ELAFIBRANOR,drug_sample,PUTATIVE_TARGET,PPARD
ANAGRELIDE,drug_sample,PUTATIVE_TARGET,PDE3A
SONIDEGIB,drug_sample,PUTATIVE_TARGET,SMO
FRUQUINTINIB,drug_sample,PUTATIVE_TARGET,KDR
BATIMASTAT,drug_sample,PUTATIVE_TARGET,ADAM28
BATIMASTAT,drug_sample,PUTATIVE_TARGET,ADAMTS5
BATIMASTAT,drug_sample,PUTATIVE_TARGET,MMP12
BATIMASTAT,drug_sample,PUTATIVE_TARGET,MMP16
BATIMASTAT,drug_sample,PUTATIVE_TARGET,MMP2
BATIMASTAT,drug_sample,PUTATIVE_TARGET,MMP8
DECITABINE,drug_sample,PUTATIVE_TARGET,DNMT1
DECITABINE,drug_sample,PUTATIVE_TARGET,DNMT3A
ARRY-334543,drug_sample,PUTATIVE_TARGET,ERBB2
ODANACATIB,drug_sample,PUTATIVE_TARGET,CTSK
SEMAXANIB,drug_sample,PUTATIVE_TARGET,FGFR1
SEMAXANIB,drug_sample,PUTATIVE_TARGET,FLT1
SEMAXANIB,drug_sample,PUTATIVE_TARGET,KDR
SEMAXANIB,drug_sample,PUTATIVE_TARGET,KIT
SEMAXANIB,drug_sample,PUTATIVE_TARGET,PDGFRA
SEMAXANIB,drug_sample,PUTATIVE_TARGET,PDGFRB
SEMAXANIB,drug_sample,PUTATIVE_TARGET,RET
VANDETANIB,drug_sample,PUTATIVE_TARGET,EGFR
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA1
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA10
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA2
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA3
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA4
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA5
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA6
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA7
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHA8
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB1
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB2
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB3
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB4
VANDETANIB,drug_sample,PUTATIVE_TARGET,EPHB6
VANDETANIB,drug_sample,PUTATIVE_TARGET,ERBB2
VANDETANIB,drug_sample,PUTATIVE_TARGET,ERBB3
VANDETANIB,drug_sample,PUTATIVE_TARGET,ERBB4
VANDETANIB,drug_sample,PUTATIVE_TARGET,FLT1
VANDETANIB,drug_sample,PUTATIVE_TARGET,FLT4
VANDETANIB,drug_sample,PUTATIVE_TARGET,KDR
VANDETANIB,drug_sample,PUTATIVE_TARGET,PTK6
VANDETANIB,drug_sample,PUTATIVE_TARGET,RET
VANDETANIB,drug_sample,PUTATIVE_TARGET,SRC
VANDETANIB,drug_sample,PUTATIVE_TARGET,TEK
VANDETANIB,drug_sample,PUTATIVE_TARGET,VEGFA
TOCERANIB,drug_sample,PUTATIVE_TARGET,FLT1
TOCERANIB,drug_sample,PUTATIVE_TARGET,FLT3
TOCERANIB,drug_sample,PUTATIVE_TARGET,KDR
TOCERANIB,drug_sample,PUTATIVE_TARGET,PDGFRA
TOCERANIB,drug_sample,PUTATIVE_TARGET,PDGFRB
LY2801653,drug_sample,PUTATIVE_TARGET,MET
THIOTEPA,drug_sample,PUTATIVE_TARGET,CYP2B6
THIOTEPA,drug_sample,PUTATIVE_TARGET,CYP3A4
PLERIXAFOR,drug_sample,PUTATIVE_TARGET,ACKR3
PLERIXAFOR,drug_sample,PUTATIVE_TARGET,CCR4
PLERIXAFOR,drug_sample,PUTATIVE_TARGET,CXCR4
MATRINE,drug_sample,PUTATIVE_TARGET,OPRK1
ONC201,drug_sample,PUTATIVE_TARGET,TNFSF10
OBATOCLAX,drug_sample,PUTATIVE_TARGET,BCL2
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,CACNA1G
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,CACNA1H
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,CACNA1I
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,CNR1
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,CNR2
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,GLRA1
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,GPR18
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,GPR55
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,KCNA2
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,KCNK3
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,KCNK9
ANANDAMIDE,drug_sample,PUTATIVE_TARGET,TRPM8
