drug,source,field,token,theme
TIVOZANIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
TIVOZANIB,drug_sample,PUTATIVE_TARGET,PDGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
TIVOZANIB,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
WYE-125132,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
WYE-125132,drug_sample,PUTATIVE_TARGET,mTOR,PI3K_AKT_MTOR
WYE-125132,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
WYE-125132,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
GSK690693,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
GSK690693,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
GSK690693,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
GSK690693,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
GSK690693,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
SNX-2112,drug_sample,PUTATIVE_TARGET,HSP90,PROTEOSTASIS
SNX-2112,drug_sample,PATHWAY_NAME,Protein stability and degradation,PROTEOSTASIS
SELISISTAT,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
TENOVIN-6,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
THZ-2-49,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
THZ-2-102-1,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
AT7867,drug_sample,PUTATIVE_TARGET,AKT,PI3K_AKT_MTOR
AT7867,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
AT7867,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
AT7867,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
CI-1033,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
CI-1033,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
CI-1033,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
CI-1033,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
PF-00299804,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
PF-00299804,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
PF-00299804,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
PF-00299804,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
TWS119,drug_sample,PUTATIVE_TARGET,GSK3,SER_THR_KINASE_SIGNALING
TORIN 2,drug_sample,PUTATIVE_TARGET,mTOR,PI3K_AKT_MTOR
TORIN 2,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
TORIN 2,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
PILARALISIB,drug_sample,PUTATIVE_TARGET,PI3K,PI3K_AKT_MTOR
PILARALISIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
PILARALISIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
GSK1059615,drug_sample,PUTATIVE_TARGET,PI3K,PI3K_AKT_MTOR
GSK1059615,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
GSK1059615,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
VOXTALISIB,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
VOXTALISIB,drug_sample,PUTATIVE_TARGET,PI3K (class 1),PI3K_AKT_MTOR
VOXTALISIB,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
VOXTALISIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
VOXTALISIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
"BRIVANIB, BMS-540215",drug_sample,PUTATIVE_TARGET,PDGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
"BRIVANIB, BMS-540215",drug_sample,PUTATIVE_TARGET,VEGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
"BRIVANIB, BMS-540215",drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
BIBF-1120,drug_sample,PUTATIVE_TARGET,FGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
BIBF-1120,drug_sample,PUTATIVE_TARGET,PDGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
BIBF-1120,drug_sample,PUTATIVE_TARGET,VEGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
BIBF-1120,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
AST-1306,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
AST-1306,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
AST-1306,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
AST-1306,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
APITOLISIB,drug_sample,PUTATIVE_TARGET,PI3K,PI3K_AKT_MTOR
APITOLISIB,drug_sample,PUTATIVE_TARGET,mTOR,PI3K_AKT_MTOR
APITOLISIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
APITOLISIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
VENOTOCLAX,drug_sample,PUTATIVE_TARGET,BCL-2 selective,APOPTOSIS_BCL2
VENOTOCLAX,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
PEMETREXED,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
ALISERTIB,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
FLAVOPIRIDOL,drug_sample,PUTATIVE_TARGET,CDK,CELL_CYCLE_MITOSIS_KINASE
FLAVOPIRIDOL,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
C-75,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
TRICHOSTATIN A,drug_sample,PUTATIVE_TARGET,HDAC,CHROMATIN_EPIGENETIC
TRICHOSTATIN A,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
PANOBINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC,CHROMATIN_EPIGENETIC
PANOBINOSTAT,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
LCL161,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
MIM1,drug_sample,PUTATIVE_TARGET,MCL1,APOPTOSIS_BCL2
MIM1,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
CD532,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
ARRY-520,drug_sample,PUTATIVE_TARGET,KIF11,CELL_CYCLE_MITOSIS_KINASE
ARRY-520,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
SB505124,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
BAM7,drug_sample,PUTATIVE_TARGET,BAX,APOPTOSIS_BCL2
BAM7,drug_sample,PUTATIVE_TARGET,Bax activator,APOPTOSIS_BCL2
KOBE2602,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
VINBLASTINE,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
CISPLATIN,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
CYTARABINE,drug_sample,PUTATIVE_TARGET,POLE,DNA_REPLICATION_GENOME_INTEGRITY
DOCETAXEL,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
DOCETAXEL,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
METHOTREXATE,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
GEFITINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
GEFITINIB,drug_sample,PATHWAY_NAME,EGFR signaling,ERBB_EGFR_FAMILY_RTK
NAVITOCLAX,drug_sample,PUTATIVE_TARGET,BCL-XL,APOPTOSIS_BCL2
NAVITOCLAX,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
NAVITOCLAX,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
VORINOSTAT,drug_sample,PUTATIVE_TARGET,HDAC inhibitor Class I,CHROMATIN_EPIGENETIC
VORINOSTAT,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
NILOTINIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
REFAMETINIB,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
REFAMETINIB,drug_sample,PUTATIVE_TARGET,MAP2K2,MAP2K_MEK_ERK_RAF_CASCADE
REFAMETINIB,drug_sample,PUTATIVE_TARGET,MEK1,MAP2K_MEK_ERK_RAF_CASCADE
REFAMETINIB,drug_sample,PUTATIVE_TARGET,MEK2,MAP2K_MEK_ERK_RAF_CASCADE
REFAMETINIB,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
CI-1040,drug_sample,PUTATIVE_TARGET,MEK1,MAP2K_MEK_ERK_RAF_CASCADE
CI-1040,drug_sample,PUTATIVE_TARGET,MEK2,MAP2K_MEK_ERK_RAF_CASCADE
CI-1040,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
TEMSIROLIMUS,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
TEMSIROLIMUS,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
TEMSIROLIMUS,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
OLAPARIB,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
VELIPARIB,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
BOSUTINIB,drug_sample,PUTATIVE_TARGET,FRK,SRC_LCK_NONRECEPTOR_TK
BOSUTINIB,drug_sample,PUTATIVE_TARGET,FYN,SRC_LCK_NONRECEPTOR_TK
BOSUTINIB,drug_sample,PUTATIVE_TARGET,HCK,SRC_LCK_NONRECEPTOR_TK
BOSUTINIB,drug_sample,PUTATIVE_TARGET,LYN,SRC_LCK_NONRECEPTOR_TK
BOSUTINIB,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
BOSUTINIB,drug_sample,PUTATIVE_TARGET,MAP2K2,MAP2K_MEK_ERK_RAF_CASCADE
BOSUTINIB,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
LENALIDOMIDE,drug_sample,PATHWAY_NAME,Protein stability and degradation,PROTEOSTASIS
AXITINIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AXITINIB,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AXITINIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AXITINIB,drug_sample,PUTATIVE_TARGET,PDGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AXITINIB,drug_sample,PUTATIVE_TARGET,VEGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
AXITINIB,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
AZD7762,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
AZD7762,drug_sample,PUTATIVE_TARGET,CHEK2,PARP_DNA_REPAIR_CHECKPOINT
AZD7762,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
GW441756,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
LESTAURTINIB,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
TANESPIMYCIN,drug_sample,PUTATIVE_TARGET,HSP90,PROTEOSTASIS
TANESPIMYCIN,drug_sample,PATHWAY_NAME,Protein stability and degradation,PROTEOSTASIS
VX-702,drug_sample,PUTATIVE_TARGET,MAPK11,JNK_P38_STRESS_MAPK
VX-702,drug_sample,PUTATIVE_TARGET,MAPK12,JNK_P38_STRESS_MAPK
VX-702,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
VX-702,drug_sample,PUTATIVE_TARGET,p38,JNK_P38_STRESS_MAPK
VX-702,drug_sample,PATHWAY_NAME,JNK and p38 signaling,JNK_P38_STRESS_MAPK
MOTESANIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MOTESANIB,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MOTESANIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MOTESANIB,drug_sample,PUTATIVE_TARGET,PDGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MOTESANIB,drug_sample,PUTATIVE_TARGET,RET,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MOTESANIB,drug_sample,PUTATIVE_TARGET,VEGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
MOTESANIB,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
KU-55933,drug_sample,PUTATIVE_TARGET,ATM,PARP_DNA_REPAIR_CHECKPOINT
KU-55933,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
ELESCLOMOL,drug_sample,PUTATIVE_TARGET,HSP90,PROTEOSTASIS
ELESCLOMOL,drug_sample,PATHWAY_NAME,Protein stability and degradation,PROTEOSTASIS
AFATINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
AFATINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
AFATINIB,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
AFATINIB,drug_sample,PATHWAY_NAME,EGFR signaling,ERBB_EGFR_FAMILY_RTK
PLX-4720,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
PLX-4720,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
BX795,drug_sample,PUTATIVE_TARGET,PDK1 (PDPK1),PI3K_AKT_MTOR
NU7441,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
DORAMAPIMOD,drug_sample,PUTATIVE_TARGET,p38,JNK_P38_STRESS_MAPK
DORAMAPIMOD,drug_sample,PATHWAY_NAME,JNK and p38 signaling,JNK_P38_STRESS_MAPK
JNK INHIBITOR VIII,drug_sample,PUTATIVE_TARGET,JNK,JNK_P38_STRESS_MAPK
JNK INHIBITOR VIII,drug_sample,PATHWAY_NAME,JNK and p38 signaling,JNK_P38_STRESS_MAPK
WEE1 INHIBITOR,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
WEE1 INHIBITOR,drug_sample,PUTATIVE_TARGET,WEE1,PARP_DNA_REPAIR_CHECKPOINT
WEE1 INHIBITOR,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
MIRIN,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
PD173074,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
ZM447439,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
RO-3306,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
MK-2206,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
MK-2206,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
MK-2206,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
MK-2206,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
MK-2206,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
PALBOCICLIB,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
DACTOLISIB,drug_sample,PUTATIVE_TARGET,PI3K (class 1),PI3K_AKT_MTOR
DACTOLISIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
DACTOLISIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
PICTILISIB,drug_sample,PUTATIVE_TARGET,PI3K (class 1),PI3K_AKT_MTOR
PICTILISIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
PICTILISIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
AZD8055,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
AZD8055,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
AZD8055,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
PD0325901,drug_sample,PUTATIVE_TARGET,MEK1,MAP2K_MEK_ERK_RAF_CASCADE
PD0325901,drug_sample,PUTATIVE_TARGET,MEK2,MAP2K_MEK_ERK_RAF_CASCADE
PD0325901,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
SB590885,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
SB590885,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
SELUMETINIB,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
SELUMETINIB,drug_sample,PUTATIVE_TARGET,MEK1,MAP2K_MEK_ERK_RAF_CASCADE
SELUMETINIB,drug_sample,PUTATIVE_TARGET,MEK2,MAP2K_MEK_ERK_RAF_CASCADE
SELUMETINIB,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
CCT007093,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
CRT0105950,drug_sample,PATHWAY_NAME,JNK and p38 signaling,JNK_P38_STRESS_MAPK
CRT0105446,drug_sample,PUTATIVE_TARGET,LCK,SRC_LCK_NONRECEPTOR_TK
CRT0105446,drug_sample,PUTATIVE_TARGET,mTOR,PI3K_AKT_MTOR
CRT0105446,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
CRT0105446,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
CETUXIMAB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
CETUXIMAB,drug_sample,PATHWAY_NAME,EGFR signaling,ERBB_EGFR_FAMILY_RTK
FS106,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
FS106,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
PF-4708671,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
PF-4708671,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
AZD4547,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
CAPIVASERTIB,drug_sample,PUTATIVE_TARGET,AKT,PI3K_AKT_MTOR
CAPIVASERTIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
CAPIVASERTIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
HG-5-113-01,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
TW 37,drug_sample,PUTATIVE_TARGET,BCL-XL,APOPTOSIS_BCL2
TW 37,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
TW 37,drug_sample,PUTATIVE_TARGET,MCL1,APOPTOSIS_BCL2
TW 37,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
XMD11-50,drug_sample,PUTATIVE_TARGET,ERK5,MAP2K_MEK_ERK_RAF_CASCADE
XMD11-85H,drug_sample,PUTATIVE_TARGET,ERK5,MAP2K_MEK_ERK_RAF_CASCADE
ZG-10,drug_sample,PATHWAY_NAME,JNK and p38 signaling,JNK_P38_STRESS_MAPK
XMD8-92,drug_sample,PUTATIVE_TARGET,ERK5,MAP2K_MEK_ERK_RAF_CASCADE
XMD8-92,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
QL-VIII-58,drug_sample,PUTATIVE_TARGET,ATR,PARP_DNA_REPAIR_CHECKPOINT
QL-VIII-58,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
CCT-018159,drug_sample,PUTATIVE_TARGET,HSP90,PROTEOSTASIS
CCT-018159,drug_sample,PATHWAY_NAME,Protein stability and degradation,PROTEOSTASIS
RUCAPARIB,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
CRT0160829,drug_sample,PUTATIVE_TARGET,CDC7,CELL_CYCLE_MITOSIS_KINASE
CRT0160829,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
AZ20,drug_sample,PUTATIVE_TARGET,ATR,PARP_DNA_REPAIR_CHECKPOINT
AZ20,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
AZ20,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
KU-60019,drug_sample,PUTATIVE_TARGET,ATM,PARP_DNA_REPAIR_CHECKPOINT
KU-60019,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
FS112,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
FS112,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
TORIN2,drug_sample,PUTATIVE_TARGET,ATM,PARP_DNA_REPAIR_CHECKPOINT
TORIN2,drug_sample,PUTATIVE_TARGET,ATR,PARP_DNA_REPAIR_CHECKPOINT
TORIN2,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
TORIN2,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
TORIN2,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
HG-6-71-01,drug_sample,PUTATIVE_TARGET,SRC,SRC_LCK_NONRECEPTOR_TK
PFI-1,drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
PFI-1,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
I-BET-151,drug_sample,PUTATIVE_TARGET,BRD2,CHROMATIN_EPIGENETIC
I-BET-151,drug_sample,PUTATIVE_TARGET,BRD3,CHROMATIN_EPIGENETIC
I-BET-151,drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
I-BET-151,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
N23918-95-7,drug_sample,PUTATIVE_TARGET,JMJ histone demethylase,CHROMATIN_EPIGENETIC
N23918-95-7,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
N24798-49-A1,drug_sample,PUTATIVE_TARGET,JMJ histone demethylase,CHROMATIN_EPIGENETIC
N24798-49-A1,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
GSK-J4,drug_sample,PUTATIVE_TARGET,KDM6A,CHROMATIN_EPIGENETIC
GSK-J4,drug_sample,PUTATIVE_TARGET,KDM6B,CHROMATIN_EPIGENETIC
GSK-J4,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
TALAZOPARIB,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
RTRAIL,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
UNC1215,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
UNC0642,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
SGC0946,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
BAY AKT1,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
BAY AKT1,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
BAY AKT1,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
BAY AKT1,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
BAY-HDAC11_1,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
BAY-HDAC11_2,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
BAY-HDAC11_4,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
BAY-MPS1,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
BAY-MPS-COMBO-1 (PACLITAXEL 5 UM),drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
TRAMETINIB,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
TRAMETINIB,drug_sample,PUTATIVE_TARGET,MAP2K2,MAP2K_MEK_ERK_RAF_CASCADE
TRAMETINIB,drug_sample,PUTATIVE_TARGET,MEK1,MAP2K_MEK_ERK_RAF_CASCADE
TRAMETINIB,drug_sample,PUTATIVE_TARGET,MEK2,MAP2K_MEK_ERK_RAF_CASCADE
TRAMETINIB,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
DABRAFENIB,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
DABRAFENIB,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
TEMOZOLOMIDE,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
BLEOMYCIN (50 UM),drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
ZL109,drug_sample,PUTATIVE_TARGET,DNA damage,PARP_DNA_REPAIR_CHECKPOINT
