source,field,token,feature,odds_ratio,pvalue,n_worsen,n_with_token,n_total,fdr_bh,minus_log10_p,minus_log10_fdr
raw_token,raw_token,TYROSINE-PROTEIN KINASE MER,rawtok_TYROSINE_PROTEIN_KINASE_MER,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE RECEPTOR TIE-1,rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TIE_1,0.8444444444444444,0.7436267436267436,1,4,57,1.0,0.12864499974916307,-0.0
raw_token,raw_token,HEPATOCYTE GROWTH FACTOR RECEPTOR,rawtok_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR,0.6938775510204082,0.7911272913968331,2,9,57,1.0,0.1017536334383522,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 4,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_4,0.6938775510204082,0.7911272913968331,2,9,57,1.0,0.1017536334383522,-0.0
raw_token,raw_token,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE SRC,rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_SRC,0.6938775510204082,0.7911272913968331,2,9,57,1.0,0.1017536334383522,-0.0
raw_token,raw_token,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2,0.6938775510204082,0.7911272913968331,2,9,57,1.0,0.1017536334383522,-0.0
raw_token,raw_token,VOLTAGE-GATED INWARDLY RECTIFYING POTASSIUM CHANNEL KCNH2,rawtok_VOLTAGE_GATED_INWARDLY_RECTIFYING_POTASSIUM_CHANNEL_KCNH2,0.6938775510204082,0.7911272913968331,2,9,57,1.0,0.1017536334383522,-0.0
raw_token,raw_token,ADENOSINE RECEPTOR A3,rawtok_ADENOSINE_RECEPTOR_A3,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,BILE SALT EXPORT PUMP,rawtok_BILE_SALT_EXPORT_PUMP,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,CELL CYCLE,rawtok_CELL_CYCLE,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,DUAL SPECIFICITY PROTEIN KINASE CLK1,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK1,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,DUAL SPECIFICITY PROTEIN KINASE CLK2,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK2,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,DUAL SPECIFICITY PROTEIN KINASE CLK4,rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1B,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1B,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,FIBROBLAST GROWTH FACTOR RECEPTOR 2,rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_2,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,MUSCARINIC ACETYLCHOLINE RECEPTOR M2,rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M2,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 16,rawtok_SERINE_THREONINE_PROTEIN_KINASE_16,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE D3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_D3,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE NEK2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK2,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE JAK3,rawtok_TYROSINE_PROTEIN_KINASE_JAK3,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_1,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 3,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_3,0.6166666666666667,0.821022443663953,1,5,57,1.0,0.08564497074148254,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 5,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_5,0.5892857142857143,0.8442305223976383,2,10,57,1.0,0.07353895037014212,-0.0
raw_token,raw_token,RECEPTOR-TYPE TYROSINE-PROTEIN KINASE FLT3,rawtok_RECEPTOR_TYPE_TYROSINE_PROTEIN_KINASE_FLT3,0.5892857142857143,0.8442305223976383,2,10,57,1.0,0.07353895037014212,-0.0
raw_token,raw_token,BMP-2-INDUCIBLE PROTEIN KINASE,rawtok_BMP_2_INDUCIBLE_PROTEIN_KINASE,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,CASEIN KINASE II SUBUNIT ALPHA',rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA__2,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,CITRON RHO-INTERACTING KINASE,rawtok_CITRON_RHO_INTERACTING_KINASE,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 16,rawtok_CYCLIN_DEPENDENT_KINASE_16,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 7,rawtok_CYCLIN_DEPENDENT_KINASE_7,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,DISCOIDIN DOMAIN-CONTAINING RECEPTOR 2,rawtok_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_2,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,EPHRIN TYPE-A RECEPTOR 6,rawtok_EPHRIN_TYPE_A_RECEPTOR_6,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,FOCAL ADHESION KINASE 1,rawtok_FOCAL_ADHESION_KINASE_1,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,rawtok_HIGH_AFFINITY_NERVE_GROWTH_FACTOR_RECEPTOR,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,LEUCINE-RICH REPEAT SERINE/THREONINE-PROTEIN KINASE 2,rawtok_LEUCINE_RICH_REPEAT_SERINE_THREONINE_PROTEIN_KINASE_2,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,MISSHAPEN-LIKE KINASE 1,rawtok_MISSHAPEN_LIKE_KINASE_1,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE B-RAF,rawtok_SERINE_THREONINE_PROTEIN_KINASE_B_RAF,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE CHK1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK1,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,UNCHARACTERIZED PROTEIN FLJ45252,rawtok_UNCHARACTERIZED_PROTEIN_FLJ45252,0.48,0.8760924609981214,1,6,57,1.0,0.05745005686588404,-0.0
raw_token,raw_token,AP2-ASSOCIATED PROTEIN KINASE 1,rawtok_AP2_ASSOCIATED_PROTEIN_KINASE_1,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,AURORA KINASE B,rawtok_AURORA_KINASE_B,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,rawtok_EPITHELIAL_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_1,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,FIBROBLAST GROWTH FACTOR RECEPTOR 1,rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_1,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR,rawtok_MACROPHAGE_COLONY_STIMULATING_FACTOR_1_RECEPTOR,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,MAST/STEM CELL GROWTH FACTOR RECEPTOR KIT,rawtok_MAST_STEM_CELL_GROWTH_FACTOR_RECEPTOR_KIT,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE 10,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_10,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_20,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE FGR,rawtok_TYROSINE_PROTEIN_KINASE_FGR,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE YES,rawtok_TYROSINE_PROTEIN_KINASE_YES,0.3888888888888889,0.9149654144104754,1,7,57,1.0,0.03859532190575252,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE LCK,rawtok_TYROSINE_PROTEIN_KINASE_LCK,0.44285714285714284,0.9173600412535111,2,12,57,1.0,0.03746018096995271,-0.0
raw_token,raw_token,ACTIVATED CDC42 KINASE 1,rawtok_ACTIVATED_CDC42_KINASE_1,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,SERINE/THREONINE-PROTEIN KINASE 10,rawtok_SERINE_THREONINE_PROTEIN_KINASE_10,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE ABL2,rawtok_TYROSINE_PROTEIN_KINASE_ABL2,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE BLK,rawtok_TYROSINE_PROTEIN_KINASE_BLK,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE FRK,rawtok_TYROSINE_PROTEIN_KINASE_FRK,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE HCK,rawtok_TYROSINE_PROTEIN_KINASE_HCK,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE LYN,rawtok_TYROSINE_PROTEIN_KINASE_LYN,0.3238095238095238,0.9421764817991233,1,8,57,1.0,0.02586774063306482,-0.0
raw_token,raw_token,STE20-LIKE SERINE/THREONINE-PROTEIN KINASE,rawtok_STE20_LIKE_SERINE_THREONINE_PROTEIN_KINASE,0.275,0.9610576305994095,1,9,57,1.0,0.017250568730137625,-0.0
raw_token,raw_token,TYROSINE-PROTEIN KINASE ABL1,rawtok_TYROSINE_PROTEIN_KINASE_ABL1,0.275,0.9610576305994095,1,9,57,1.0,0.017250568730137625,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2,0.23703703703703705,0.9740384203996064,1,10,57,1.0,0.011423912281079663,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1,0.20666666666666667,0.9828764049444212,1,11,57,1.0,0.007501090535474998,-0.0
raw_token,raw_token,2 AND 3 INHIBITOR,rawtok_2_AND_3_INHIBITOR,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-1,rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_SUBUNIT_GAMMA_1,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-2,rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_SUBUNIT_GAMMA_2,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,5-HYDROXYTRYPTAMINE RECEPTOR 2A,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2A,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,5-HYDROXYTRYPTAMINE RECEPTOR 2C,rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2C,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,ACTIVIN RECEPTOR TYPE-1,rawtok_ACTIVIN_RECEPTOR_TYPE_1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,ACTIVIN RECEPTOR TYPE-2B,rawtok_ACTIVIN_RECEPTOR_TYPE_2B,0.0,1.0,0,4,57,1.0,-0.0,-0.0
raw_token,raw_token,ADENOSINE RECEPTOR A1,rawtok_ADENOSINE_RECEPTOR_A1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,ALPHA-1A ADRENERGIC RECEPTOR,rawtok_ALPHA_1A_ADRENERGIC_RECEPTOR,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,ALPHA-2B ADRENERGIC RECEPTOR,rawtok_ALPHA_2B_ADRENERGIC_RECEPTOR,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,APOPTOSIS REGULATOR BCL-2,rawtok_APOPTOSIS_REGULATOR_BCL_2,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,AURORA KINASE C,rawtok_AURORA_KINASE_C,0.0,1.0,0,4,57,1.0,-0.0,-0.0
raw_token,raw_token,BETA-1 ADRENERGIC RECEPTOR,rawtok_BETA_1_ADRENERGIC_RECEPTOR,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,BETA-3 ADRENERGIC RECEPTOR,rawtok_BETA_3_ADRENERGIC_RECEPTOR,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE-1B,rawtok_BONE_MORPHOGENETIC_PROTEIN_RECEPTOR_TYPE_1B,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE-2,rawtok_BONE_MORPHOGENETIC_PROTEIN_RECEPTOR_TYPE_2,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,BRAF,rawtok_BRAF,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,BREAKPOINT CLUSTER REGION PROTEIN,rawtok_BREAKPOINT_CLUSTER_REGION_PROTEIN,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,BROMODOMAIN TESTIS-SPECIFIC PROTEIN,rawtok_BROMODOMAIN_TESTIS_SPECIFIC_PROTEIN,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 1,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_KINASE_1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 2,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_KINASE_2,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_1,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1D,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_1D,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1G,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_1G,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT ALPHA,rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_ALPHA,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CASEIN KINASE I ISOFORM ALPHA-LIKE,rawtok_CASEIN_KINASE_I_ISOFORM_ALPHA_LIKE,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CASEIN KINASE I ISOFORM DELTA,rawtok_CASEIN_KINASE_I_ISOFORM_DELTA,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,CASEIN KINASE I ISOFORM EPSILON,rawtok_CASEIN_KINASE_I_ISOFORM_EPSILON,0.0,1.0,0,4,57,1.0,-0.0,-0.0
raw_token,raw_token,"CGMP-INHIBITED 3',5'-CYCLIC PHOSPHODIESTERASE 3A",rawtok_CGMP_INHIBITED_3_5_CYCLIC_PHOSPHODIESTERASE_3A,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CHEK1,rawtok_CHEK1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 14,rawtok_CYCLIN_DEPENDENT_KINASE_14,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 15,rawtok_CYCLIN_DEPENDENT_KINASE_15,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE 3,rawtok_CYCLIN_DEPENDENT_KINASE_3,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CYCLIN-DEPENDENT KINASE-LIKE 2,rawtok_CYCLIN_DEPENDENT_KINASE_LIKE_2,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,CYCLIN-G-ASSOCIATED KINASE,rawtok_CYCLIN_G_ASSOCIATED_KINASE,0.0,1.0,0,7,57,1.0,-0.0,-0.0
raw_token,raw_token,CYTOPLASMIC TYROSINE-PROTEIN KINASE BMX,rawtok_CYTOPLASMIC_TYROSINE_PROTEIN_KINASE_BMX,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,DEATH-ASSOCIATED PROTEIN KINASE 1,rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,DUAL SERINE/THREONINE AND TYROSINE PROTEIN KINASE,rawtok_DUAL_SERINE_THREONINE_AND_TYROSINE_PROTEIN_KINASE,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1 INHIBITOR,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1_INHIBITOR,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2 INHIBITOR,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2_INHIBITOR,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_3,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_5,0.0,1.0,0,8,57,1.0,-0.0,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 6,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_6,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 7,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_7,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,DUAL SPECIFICITY TESTIS-SPECIFIC PROTEIN KINASE 1,rawtok_DUAL_SPECIFICITY_TESTIS_SPECIFIC_PROTEIN_KINASE_1,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 2,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_2,0.0,1.0,0,4,57,1.0,-0.0,-0.0
raw_token,raw_token,D(1A) DOPAMINE RECEPTOR,rawtok_D_1A_DOPAMINE_RECEPTOR,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,D(2) DOPAMINE RECEPTOR,rawtok_D_2_DOPAMINE_RECEPTOR,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,EGFR,rawtok_EGFR,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,EGFR SIGNALING,rawtok_EGFR_SIGNALING,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,EIF-2-ALPHA KINASE GCN2,rawtok_EIF_2_ALPHA_KINASE_GCN2,0.0,1.0,0,4,57,1.0,-0.0,-0.0
raw_token,raw_token,EPHRIN TYPE-B RECEPTOR 6,rawtok_EPHRIN_TYPE_B_RECEPTOR_6,0.0,1.0,0,7,57,1.0,-0.0,-0.0
raw_token,raw_token,ERK MAPK SIGNALING,rawtok_ERK_MAPK_SIGNALING,0.0,1.0,0,6,57,1.0,-0.0,-0.0
raw_token,raw_token,ESR1,rawtok_ESR1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,ESR2,rawtok_ESR2,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,ESTROGEN RECEPTOR,rawtok_ESTROGEN_RECEPTOR,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,ESTROGEN RECEPTOR BETA,rawtok_ESTROGEN_RECEPTOR_BETA,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 1,rawtok_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2_ALPHA_KINASE_1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,"FERROCHELATASE, MITOCHONDRIAL",rawtok_FERROCHELATASE_MITOCHONDRIAL,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,FGFR1,rawtok_FGFR1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,FGFR2,rawtok_FGFR2,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,FGFR3,rawtok_FGFR3,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,FIBROBLAST GROWTH FACTOR RECEPTOR 3,rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_3,0.0,1.0,0,3,57,1.0,-0.0,-0.0
raw_token,raw_token,FLT1,rawtok_FLT1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,FLT4,rawtok_FLT4,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,GLUCOCORTICOID RECEPTOR,rawtok_GLUCOCORTICOID_RECEPTOR,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,GPER1,rawtok_GPER1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
raw_token,raw_token,GROWTH HORMONE SECRETAGOGUE RECEPTOR TYPE 1,rawtok_GROWTH_HORMONE_SECRETAGOGUE_RECEPTOR_TYPE_1,0.0,1.0,0,2,57,1.0,-0.0,-0.0
