feature,raw_token,n_improve_with_token,n_worsen_with_token,n_drugs_supporting_token,support_rate_total,support_rate_improve,support_rate_worsen,odds_ratio,log2_odds_ratio,effect_direction,pvalue,fdr_bh,minus_log10_p
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_BETA_IS,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT BETA ISOFORM",2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0
rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_SRC,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE SRC,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D2,SERINE/THREONINE-PROTEIN KINASE D2,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SODIUM_DEPENDENT_NORADRENALINE_TRANSPORTER,SODIUM-DEPENDENT NORADRENALINE TRANSPORTER,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0
rawtok_ACTIVATED_CDC42_KINASE_1,ACTIVATED CDC42 KINASE 1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_AP2_ASSOCIATED_PROTEIN_KINASE_1,AP2-ASSOCIATED PROTEIN KINASE 1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_ATP_DEPENDENT_TRANSLOCASE_ABCB1,ATP-DEPENDENT TRANSLOCASE ABCB1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_AURORA_KINASE_B,AURORA KINASE B,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA__2,CASEIN KINASE II SUBUNIT ALPHA',2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_CITRON_RHO_INTERACTING_KINASE,CITRON RHO-INTERACTING KINASE,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_CYTOCHROME_P450_1A2,CYTOCHROME P450 1A2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_CYTOCHROME_P450_2C9,CYTOCHROME P450 2C9,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_3,DEATH-ASSOCIATED PROTEIN KINASE 3,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_DNA_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT,DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4,DUAL SPECIFICITY PROTEIN KINASE CLK4,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_EPHRIN_TYPE_A_RECEPTOR_6,EPHRIN TYPE-A RECEPTOR 6,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_HIGH_AFFINITY_NERVE_GROWTH_FACTOR_RECEPTOR,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_MACROPHAGE_COLONY_STIMULATING_FACTOR_1_RECEPTOR,MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_MAST_STEM_CELL_GROWTH_FACTOR_RECEPTOR_KIT,MAST/STEM CELL GROWTH FACTOR RECEPTOR KIT,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_MISSHAPEN_LIKE_KINASE_1,MISSHAPEN-LIKE KINASE 1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_14,MITOGEN-ACTIVATED PROTEIN KINASE 14,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_MTOR_SIGNALING,MTOR SIGNALING,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_NUCLEAR_RECEPTOR_SUBFAMILY_1_GROUP_I_MEMBER_2,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_DELTA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_GAMMA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_PI3K,PI3K,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_16,SERINE/THREONINE-PROTEIN KINASE 16,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR,SERINE/THREONINE-PROTEIN KINASE MTOR,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_TYROSINE_PROTEIN_KINASE_ABL2,TYROSINE-PROTEIN KINASE ABL2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_TYROSINE_PROTEIN_KINASE_FGR,TYROSINE-PROTEIN KINASE FGR,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_TYROSINE_PROTEIN_KINASE_FRK,TYROSINE-PROTEIN KINASE FRK,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_TYROSINE_PROTEIN_KINASE_HCK,TYROSINE-PROTEIN KINASE HCK,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_TYROSINE_PROTEIN_KINASE_JAK3,TYROSINE-PROTEIN KINASE JAK3,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_TYROSINE_PROTEIN_KINASE_LYN,TYROSINE-PROTEIN KINASE LYN,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_3,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 3,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0
rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2B,5-HYDROXYTRYPTAMINE RECEPTOR 2B,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_ALK_TYROSINE_KINASE_RECEPTOR,ALK TYROSINE KINASE RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_ALPHA_2A_ADRENERGIC_RECEPTOR,ALPHA-2A ADRENERGIC RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_ANGIOPOIETIN_1_RECEPTOR,ANGIOPOIETIN-1 RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_ANKYRIN_REPEAT_AND_PROTEIN_KINASE_DOMAIN_CONTAINING_PROTEIN_1,ANKYRIN REPEAT AND PROTEIN KINASE DOMAIN-CONTAINING PROTEIN 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_AURORA_KINASE_A,AURORA KINASE A,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_BCL2,BCL2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_BMP_2_INDUCIBLE_PROTEIN_KINASE,BMP-2-INDUCIBLE PROTEIN KINASE,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_BRD4,BRD4,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_DELTA,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT DELTA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_GAMMA,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT GAMMA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_CELL_CYCLE,CELL CYCLE,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_CHROMATIN_OTHER,CHROMATIN OTHER,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_CYCLIN_DEPENDENT_KINASE_1,CYCLIN-DEPENDENT KINASE 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_DELTA_TYPE_OPIOID_RECEPTOR,DELTA-TYPE OPIOID RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_2,DISCOIDIN DOMAIN-CONTAINING RECEPTOR 2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK1,DUAL SPECIFICITY PROTEIN KINASE CLK1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK2,DUAL SPECIFICITY PROTEIN KINASE CLK2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_D_3_DOPAMINE_RECEPTOR,D(3) DOPAMINE RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_EPHRIN_TYPE_A_RECEPTOR_1,EPHRIN TYPE-A RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_EPHRIN_TYPE_A_RECEPTOR_3,EPHRIN TYPE-A RECEPTOR 3,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_EPHRIN_TYPE_A_RECEPTOR_5,EPHRIN TYPE-A RECEPTOR 5,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_EPHRIN_TYPE_A_RECEPTOR_8,EPHRIN TYPE-A RECEPTOR 8,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_EPHRIN_TYPE_B_RECEPTOR_1,EPHRIN TYPE-B RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_EPHRIN_TYPE_B_RECEPTOR_4,EPHRIN TYPE-B RECEPTOR 4,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_EPITHELIAL_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_1,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_EQUILIBRATIVE_NUCLEOSIDE_TRANSPORTER_1,EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_1,FIBROBLAST GROWTH FACTOR RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_2,FIBROBLAST GROWTH FACTOR RECEPTOR 2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_FOCAL_ADHESION_KINASE_1,FOCAL ADHESION KINASE 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_HISTAMINE_H3_RECEPTOR,HISTAMINE H3 RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_KAPPA_TYPE_OPIOID_RECEPTOR,KAPPA-TYPE OPIOID RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_MACROPHAGE_STIMULATING_PROTEIN_RECEPTOR,MACROPHAGE-STIMULATING PROTEIN RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_1,MITOGEN-ACTIVATED PROTEIN KINASE 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_11,MITOGEN-ACTIVATED PROTEIN KINASE 11,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_20,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M1,MUSCARINIC ACETYLCHOLINE RECEPTOR M1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M3,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_4_KINASE_TYPE_2_GAMMA,PHOSPHATIDYLINOSITOL 5-PHOSPHATE 4-KINASE TYPE-2 GAMMA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_RAF_PROTO_ONCOGENE_SERINE_THREONINE_PROTEIN_KINASE,RAF PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_3,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SERINE_PROTEIN_KINASE_ATM,SERINE-PROTEIN KINASE ATM,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK1,SERINE/THREONINE-PROTEIN KINASE CHK1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK2,SERINE/THREONINE-PROTEIN KINASE CHK2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D3,SERINE/THREONINE-PROTEIN KINASE D3,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_BETA,SERINE/THREONINE-PROTEIN KINASE MRCK BETA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK2,SERINE/THREONINE-PROTEIN KINASE NEK2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NLK,SERINE/THREONINE-PROTEIN KINASE NLK,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_4,SERINE/THREONINE-PROTEIN KINASE PAK 4,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_SUBSTANCE_K_RECEPTOR,SUBSTANCE-K RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_TYROSINE_PROTEIN_KINASE_MER,TYROSINE-PROTEIN KINASE MER,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TIE_1,TYROSINE-PROTEIN KINASE RECEPTOR TIE-1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_TYROSINE_PROTEIN_KINASE_YES,TYROSINE-PROTEIN KINASE YES,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_UNCHARACTERIZED_PROTEIN_FLJ45252,UNCHARACTERIZED PROTEIN FLJ45252,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_1,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0
