feature,raw_token,pvalue,fdr_bh,odds_ratio,log2_odds_ratio,effect_direction,n_drugs_supporting_token,threshold
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_FAMILY_MEMBER_4,MYOSIN LIGHT CHAIN KINASE FAMILY MEMBER 4,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_PHOSPHATIDYLINOSITOL_4_KINASE_BETA,PHOSPHATIDYLINOSITOL 4-KINASE BETA,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_PROTEIN_KINASE_C_DELTA_TYPE,PROTEIN KINASE C DELTA TYPE,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_PROTEIN_TYROSINE_KINASE_2_BETA,PROTEIN-TYROSINE KINASE 2-BETA,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_3,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_SERINE_PROTEIN_KINASE_ATM,SERINE-PROTEIN KINASE ATM,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_36,SERINE/THREONINE-PROTEIN KINASE 36,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK2,SERINE/THREONINE-PROTEIN KINASE CHK2,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_DCLK3,SERINE/THREONINE-PROTEIN KINASE DCLK3,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MARK2,SERINE/THREONINE-PROTEIN KINASE MARK2,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_BETA,SERINE/THREONINE-PROTEIN KINASE MRCK BETA,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NLK,SERINE/THREONINE-PROTEIN KINASE NLK,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_RIO2,SERINE/THREONINE-PROTEIN KINASE RIO2,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SIK1,SERINE/THREONINE-PROTEIN KINASE SIK1,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_TYROSINE_PROTEIN_KINASE_BTK,TYROSINE-PROTEIN KINASE BTK,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_TYROSINE_PROTEIN_KINASE_FER,TYROSINE-PROTEIN KINASE FER,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_TYROSINE_PROTEIN_KINASE_FES_FPS,TYROSINE-PROTEIN KINASE FES/FPS,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_TYROSINE_PROTEIN_KINASE_MER,TYROSINE-PROTEIN KINASE MER,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TIE_1,TYROSINE-PROTEIN KINASE RECEPTOR TIE-1,0.609205384281372,1.0,0.4583333333333333,-0.8598223419517398,enriched_in_worsen,3,0.005
rawtok_AP2_ASSOCIATED_PROTEIN_KINASE_1,AP2-ASSOCIATED PROTEIN KINASE 1,0.667100882906354,1.0,2.0952380952380953,0.9135852481825268,enriched_in_improve,6,0.005
rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA__2,CASEIN KINASE II SUBUNIT ALPHA',0.667100882906354,1.0,2.0952380952380953,0.9135852481825268,enriched_in_improve,6,0.005
rawtok_EPHRIN_TYPE_B_RECEPTOR_6,EPHRIN TYPE-B RECEPTOR 6,0.667100882906354,1.0,2.0952380952380953,0.9135852481825268,enriched_in_improve,6,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_10,MITOGEN-ACTIVATED PROTEIN KINASE 10,0.667100882906354,1.0,2.0952380952380953,0.9135852481825268,enriched_in_improve,6,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_B_RAF,SERINE/THREONINE-PROTEIN KINASE B-RAF,0.667100882906354,1.0,2.0952380952380953,0.9135852481825268,enriched_in_improve,6,0.005
rawtok_SODIUM_DEPENDENT_DOPAMINE_TRANSPORTER,SODIUM-DEPENDENT DOPAMINE TRANSPORTER,0.667100882906354,1.0,2.0952380952380953,0.9135852481825268,enriched_in_improve,6,0.005
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_TTK,DUAL SPECIFICITY PROTEIN KINASE TTK,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_EPITHELIAL_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_1,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_FOCAL_ADHESION_KINASE_1,FOCAL ADHESION KINASE 1,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_LEUKOCYTE_TYROSINE_KINASE_RECEPTOR,LEUKOCYTE TYROSINE KINASE RECEPTOR,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_MISSHAPEN_LIKE_KINASE_1,MISSHAPEN-LIKE KINASE 1,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_8,MITOGEN-ACTIVATED PROTEIN KINASE 8,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_20,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_ALPHA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT ALPHA ISOFORM",0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_BETA_IS,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT BETA ISOFORM",0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_16,SERINE/THREONINE-PROTEIN KINASE 16,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_TYROSINE_PROTEIN_KINASE_CSK,TYROSINE-PROTEIN KINASE CSK,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_1,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1,0.667100882906354,1.0,0.6086956521739131,-0.6137509241457811,enriched_in_worsen,5,0.005
rawtok_TYROSINE_PROTEIN_KINASE_FYN,TYROSINE-PROTEIN KINASE FYN,0.7019391626022007,1.0,0.6818181818181818,-0.49687117109629936,enriched_in_worsen,7,0.005
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1,0.7019391626022008,1.0,1.75,0.7207894466637074,enriched_in_improve,8,0.005
rawtok_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR,HEPATOCYTE GROWTH FACTOR RECEPTOR,0.7019391626022008,1.0,1.75,0.7207894466637074,enriched_in_improve,8,0.005
rawtok_STE20_LIKE_SERINE_THREONINE_PROTEIN_KINASE,STE20-LIKE SERINE/THREONINE-PROTEIN KINASE,0.7019391626022008,1.0,1.75,0.7207894466637074,enriched_in_improve,8,0.005
rawtok_TYROSINE_PROTEIN_KINASE_ABL1,TYROSINE-PROTEIN KINASE ABL1,0.7019391626022008,1.0,1.75,0.7207894466637074,enriched_in_improve,8,0.005
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2,0.7252024474722727,1.0,0.7238095238095238,-0.4303691530348346,enriched_in_worsen,9,0.005
rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET,1.0,1.0,1.25,0.289506617194985,enriched_in_improve,9,0.005
rawtok_RECEPTOR_TYPE_TYROSINE_PROTEIN_KINASE_FLT3,RECEPTOR-TYPE TYROSINE-PROTEIN KINASE FLT3,1.0,1.0,1.25,0.289506617194985,enriched_in_improve,9,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 4,1.0,1.0,0.9523809523809523,-0.0687127500840142,enriched_in_worsen,8,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 5,1.0,1.0,0.9523809523809523,-0.0687127500840142,enriched_in_worsen,8,0.005
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,1.0,1.0,1.3333333333333333,0.36257007938470837,enriched_in_improve,7,0.005
rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,1.0,1.0,1.3333333333333333,0.36257007938470837,enriched_in_improve,7,0.005
rawtok_TYROSINE_PROTEIN_KINASE_ABL2,TYROSINE-PROTEIN KINASE ABL2,1.0,1.0,1.3333333333333333,0.36257007938470837,enriched_in_improve,7,0.005
rawtok_TYROSINE_PROTEIN_KINASE_BLK,TYROSINE-PROTEIN KINASE BLK,1.0,1.0,1.3333333333333333,0.36257007938470837,enriched_in_improve,7,0.005
rawtok_TYROSINE_PROTEIN_KINASE_FRK,TYROSINE-PROTEIN KINASE FRK,1.0,1.0,1.3333333333333333,0.36257007938470837,enriched_in_improve,7,0.005
rawtok_TYROSINE_PROTEIN_KINASE_HCK,TYROSINE-PROTEIN KINASE HCK,1.0,1.0,1.3333333333333333,0.36257007938470837,enriched_in_improve,7,0.005
rawtok_TYROSINE_PROTEIN_KINASE_LYN,TYROSINE-PROTEIN KINASE LYN,1.0,1.0,1.3333333333333333,0.36257007938470837,enriched_in_improve,7,0.005
rawtok_ACTIVATED_CDC42_KINASE_1,ACTIVATED CDC42 KINASE 1,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_AURORA_KINASE_B,AURORA KINASE B,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_CYTOCHROME_P450_3A4,CYTOCHROME P450 3A4,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_MACROPHAGE_COLONY_STIMULATING_FACTOR_1_RECEPTOR,MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_MAST_STEM_CELL_GROWTH_FACTOR_RECEPTOR_KIT,MAST/STEM CELL GROWTH FACTOR RECEPTOR KIT,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_9,MITOGEN-ACTIVATED PROTEIN KINASE 9,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D2,SERINE/THREONINE-PROTEIN KINASE D2,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_TYROSINE_PROTEIN_KINASE_FGR,TYROSINE-PROTEIN KINASE FGR,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_TYROSINE_PROTEIN_KINASE_YES,TYROSINE-PROTEIN KINASE YES,1.0,1.0,0.9545454545454546,-0.06558834162757671,enriched_in_worsen,6,0.005
rawtok_BMP_2_INDUCIBLE_PROTEIN_KINASE,BMP-2-INDUCIBLE PROTEIN KINASE,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_CITRON_RHO_INTERACTING_KINASE,CITRON RHO-INTERACTING KINASE,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_CYCLIN_DEPENDENT_KINASE_16,CYCLIN-DEPENDENT KINASE 16,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_CYCLIN_DEPENDENT_KINASE_7,CYCLIN-DEPENDENT KINASE 7,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1B,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1B,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_EPHRIN_TYPE_A_RECEPTOR_6,EPHRIN TYPE-A RECEPTOR 6,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_HISTONE_DEACETYLASE_6,HISTONE DEACETYLASE 6,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_4,HOMEODOMAIN-INTERACTING PROTEIN KINASE 4,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_LEUCINE_RICH_REPEAT_SERINE_THREONINE_PROTEIN_KINASE_2,LEUCINE-RICH REPEAT SERINE/THREONINE-PROTEIN KINASE 2,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_PROTEIN_TYROSINE_KINASE_6,PROTEIN-TYROSINE KINASE 6,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK4,SERINE/THREONINE-PROTEIN KINASE PLK4,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_UNCHARACTERIZED_PROTEIN_FLJ45252,UNCHARACTERIZED PROTEIN FLJ45252,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_3,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 3,1.0,1.0,1.5,0.48542682717024166,enriched_in_improve,5,0.005
rawtok_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_4D,"3',5'-CYCLIC-AMP PHOSPHODIESTERASE 4D",1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_ACTIVIN_RECEPTOR_TYPE_2B,ACTIVIN RECEPTOR TYPE-2B,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_AURORA_KINASE_C,AURORA KINASE C,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_3,DEATH-ASSOCIATED PROTEIN KINASE 3,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_DNA_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT,DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_DNA_REPLICATION,DNA REPLICATION,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK4,DUAL SPECIFICITY PROTEIN KINASE CLK4,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_2,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 2,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_HIGH_AFFINITY_NERVE_GROWTH_FACTOR_RECEPTOR,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_LIM_DOMAIN_KINASE_1,LIM DOMAIN KINASE 1,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_MAP_KINASE_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,MAP KINASE-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_NUCLEAR_RECEPTOR_SUBFAMILY_1_GROUP_I_MEMBER_2,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_DELTA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_GAMMA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM",1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_POLY_ADP_RIBOSE_POLYMERASE_TANKYRASE_2,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-2,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_RAF_PROTO_ONCOGENE_SERINE_THREONINE_PROTEIN_KINASE,RAF PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK1,SERINE/THREONINE-PROTEIN KINASE CHK1,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D3,SERINE/THREONINE-PROTEIN KINASE D3,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR,SERINE/THREONINE-PROTEIN KINASE MTOR,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_4,SERINE/THREONINE-PROTEIN KINASE PAK 4,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SIK2,SERINE/THREONINE-PROTEIN KINASE SIK2,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_SODIUM_DEPENDENT_NORADRENALINE_TRANSPORTER,SODIUM-DEPENDENT NORADRENALINE TRANSPORTER,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_TYROSINE_PROTEIN_KINASE_JAK3,TYROSINE-PROTEIN KINASE JAK3,1.0,1.0,0.9565217391304348,-0.06273575534796258,enriched_in_worsen,4,0.005
rawtok_2_AND_3_INHIBITOR,2 AND 3 INHIBITOR,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_ATP_DEPENDENT_TRANSLOCASE_ABCB1,ATP-DEPENDENT TRANSLOCASE ABCB1,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_CELL_CYCLE,CELL CYCLE,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_CYTOCHROME_P450_1A2,CYTOCHROME P450 1A2,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_CYTOCHROME_P450_2C9,CYTOCHROME P450 2C9,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_3,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 3,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_4,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_KDR,KDR,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_MATERNAL_EMBRYONIC_LEUCINE_ZIPPER_KINASE,MATERNAL EMBRYONIC LEUCINE ZIPPER KINASE,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_14,MITOGEN-ACTIVATED PROTEIN KINASE 14,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 2,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 3,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_MTOR_SIGNALING,MTOR SIGNALING,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_MYOSIN_LIGHT_CHAIN_KINASE,MYOSIN LIGHT CHAIN KINASE,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_2_SKELETAL_CARDIAC_MUSCLE,"MYOSIN LIGHT CHAIN KINASE 2, SKELETAL/CARDIAC MUSCLE",1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_NON_RECEPTOR_TYROSINE_PROTEIN_KINASE_TYK2,NON-RECEPTOR TYROSINE-PROTEIN KINASE TYK2,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_NUAK_FAMILY_SNF1_LIKE_KINASE_2,NUAK FAMILY SNF1-LIKE KINASE 2,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_PARP_1,PARP 1,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_PARP_1_2_AND_3_INHIBITOR,"PARP 1, 2 AND 3 INHIBITOR",1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_3_KINASE_C2_DOMAIN_CONTAINING_SUBUNIT_B,PHOSPHATIDYLINOSITOL 4-PHOSPHATE 3-KINASE C2 DOMAIN-CONTAINING SUBUNIT BETA,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_PHOSPHORYLASE_B_KINASE_GAMMA_CATALYTIC_CHAIN_LIVER_TESTIS_ISOFORM,"PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN, LIVER/TESTIS ISOFORM",1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_PHOSPHORYLASE_B_KINASE_GAMMA_CATALYTIC_CHAIN_SKELETAL_MUSCLE_HEART_ISOFO,"PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN, SKELETAL MUSCLE/HEART ISOFORM",1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_PI3K,PI3K,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_PROGESTERONE_RECEPTOR,PROGESTERONE RECEPTOR,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP12,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP12,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP14,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP14,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
