feature,raw_token,theme,theme_mapping_status,log2_odds_ratio,minus_log10_p,pvalue,n_drugs_supporting_token,support_rate_total,effect_direction,lodo_sign_consistency,lodo_p_lt_0_05_rate,lodo_majority_direction,threshold_sign_consistency,threshold_p_lt_0_05_rate,threshold_majority_direction,token_effect_sign,abs_log2_odds_ratio,theme_majority_token_direction,theme_majority_token_sign,passes_support,passes_effect_size,passes_lodo,passes_threshold,aligns_with_theme_direction,token_keep_flag
rawtok_MAPK8,MAPK8,JNK_P38_STRESS_MAPK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_MEK1,MEK1,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_improve,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_MEK2,MEK2,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_improve,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3,MAP2K_MEK_ERK_RAF_CASCADE,mapped,2.156868848616866,0.3079788556193091,0.492063492063492,2.0,0.05555555555555555,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.156868848616866,enriched_in_improve,1,True,True,True,True,True,True
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 3,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_improve,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_PI3K_CLASS_1,PI3K (CLASS 1),PI3K_AKT_MTOR,mapped,2.156868848616866,0.3079788556193091,0.492063492063492,2.0,0.05555555555555555,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.156868848616866,enriched_in_improve,1,True,True,True,True,True,True
rawtok_SLC12A1,SLC12A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC6A2,SLC6A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC6A4,SLC6A4,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SODIUM_DEPENDENT_NORADRENALINE_TRANSPORTER,SODIUM-DEPENDENT NORADRENALINE TRANSPORTER,ION_CHANNEL_TRANSPORTER,mapped,-0.3514723705013777,-0.0,1.0,4.0,0.1111111111111111,enriched_in_worsen,0.9444444444444444,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.3514723705013777,enriched_in_improve,1,True,True,True,True,False,False
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_UFO,TYROSINE-PROTEIN KINASE RECEPTOR UFO,RTK_SIGNALING_BROAD,mapped,2.722466024471091,0.6232492903979006,0.23809523809523803,3.0,0.08333333333333333,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.722466024471091,enriched_in_improve,1,True,True,True,True,True,True
rawtok_ALK_TYROSINE_KINASE_RECEPTOR,ALK TYROSINE KINASE RECEPTOR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_improve,1,True,True,True,True,False,False
rawtok_AURORA_KINASE_A,AURORA KINASE A,CELL_CYCLE_MITOSIS_KINASE,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_worsen,-1,True,True,True,True,True,True
rawtok_AURORA_KINASE_C,AURORA KINASE C,CELL_CYCLE_MITOSIS_KINASE,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_worsen,-1,False,False,False,True,False,False
rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,ION_CHANNEL_TRANSPORTER,mapped,0.4817085389241315,-0.0,1.0,3.0,0.08333333333333333,enriched_in_improve,0.9444444444444444,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,0.4817085389241315,enriched_in_improve,1,True,True,True,True,True,True
rawtok_CASEIN_KINASE_I_ISOFORM_EPSILON,CASEIN KINASE I ISOFORM EPSILON,SER_THR_KINASE_SIGNALING,mapped,2.722466024471091,0.6232492903979006,0.23809523809523803,3.0,0.08333333333333333,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.722466024471091,enriched_in_improve,1,True,True,True,True,True,True
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_4,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_EPHB4,EPHB4,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHRIN_TYPE_A_RECEPTOR_1,EPHRIN TYPE-A RECEPTOR 1,EPH_RECEPTOR_SIGNALING,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_worsen,-1,True,True,True,True,True,True
rawtok_EPHRIN_TYPE_A_RECEPTOR_3,EPHRIN TYPE-A RECEPTOR 3,EPH_RECEPTOR_SIGNALING,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_worsen,-1,True,True,True,True,True,True
rawtok_EPHRIN_TYPE_A_RECEPTOR_5,EPHRIN TYPE-A RECEPTOR 5,EPH_RECEPTOR_SIGNALING,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_worsen,-1,True,True,True,True,True,True
rawtok_EPHRIN_TYPE_B_RECEPTOR_1,EPHRIN TYPE-B RECEPTOR 1,EPH_RECEPTOR_SIGNALING,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_worsen,-1,True,True,True,True,True,True
rawtok_EPHRIN_TYPE_B_RECEPTOR_4,EPHRIN TYPE-B RECEPTOR 4,EPH_RECEPTOR_SIGNALING,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_worsen,-1,True,True,True,True,True,True
rawtok_GLYCOGEN_SYNTHASE_KINASE_3_BETA,GLYCOGEN SYNTHASE KINASE-3 BETA,SER_THR_KINASE_SIGNALING,mapped,-3.4100194245122193,1.105510184769974,0.07843137254901959,3.0,0.08333333333333333,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,3.4100194245122193,enriched_in_improve,1,True,True,True,True,False,False
rawtok_HCK,HCK,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_1,HOMEODOMAIN-INTERACTING PROTEIN KINASE 1,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_2,HOMEODOMAIN-INTERACTING PROTEIN KINASE 2,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_3,HOMEODOMAIN-INTERACTING PROTEIN KINASE 3,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_11,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 11,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 2,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_improve,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_7,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 7,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_POLE,POLE,DNA_REPLICATION_GENOME_INTEGRITY,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_RAF_PROTO_ONCOGENE_SERINE_THREONINE_PROTEIN_KINASE,RAF PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE,MAP2K_MEK_ERK_RAF_CASCADE,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_improve,1,True,True,True,True,False,False
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_3,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-3,ERBB_EGFR_FAMILY_RTK,mapped,2.156868848616866,0.3079788556193091,0.492063492063492,2.0,0.05555555555555555,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.156868848616866,enriched_in_improve,1,True,True,True,True,True,True
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_4,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-4,ERBB_EGFR_FAMILY_RTK,mapped,2.156868848616866,0.3079788556193091,0.492063492063492,2.0,0.05555555555555555,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.156868848616866,enriched_in_improve,1,True,True,True,True,True,True
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK2,SERINE/THREONINE-PROTEIN KINASE CHK2,PARP_DNA_REPAIR_CHECKPOINT,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_worsen,-1,True,True,True,True,True,True
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR,SERINE/THREONINE-PROTEIN KINASE MTOR,PI3K_AKT_MTOR,mapped,0.4817085389241315,-0.0,1.0,3.0,0.08333333333333333,enriched_in_improve,0.9444444444444444,0.0,enriched_in_improve,0.5,0.0,enriched_in_improve,1,0.4817085389241315,enriched_in_improve,1,True,True,True,False,True,False
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TIE_1,TYROSINE-PROTEIN KINASE RECEPTOR TIE-1,RTK_SIGNALING_BROAD,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_improve,1,True,True,True,True,False,False
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TYRO3,TYROSINE-PROTEIN KINASE RECEPTOR TYRO3,RTK_SIGNALING_BROAD,mapped,-2.821499104377874,0.720159303405957,0.19047619047619044,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,2.821499104377874,enriched_in_improve,1,True,True,True,True,False,False
rawtok_AKT,AKT,PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_CASEIN_KINASE_I_ISOFORM_DELTA,CASEIN KINASE I ISOFORM DELTA,SER_THR_KINASE_SIGNALING,mapped,2.156868848616866,0.3079788556193091,0.492063492063492,2.0,0.05555555555555555,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.156868848616866,enriched_in_improve,1,True,True,True,True,True,True
rawtok_CDC7,CDC7,CELL_CYCLE_MITOSIS_KINASE,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_CHEK2,CHEK2,PARP_DNA_REPAIR_CHECKPOINT,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1_INHIBITOR,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1 INHIBITOR,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_improve,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2_INHIBITOR,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2 INHIBITOR,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_improve,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_EPHA2,EPHA2,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHRIN_TYPE_A_RECEPTOR_2,EPHRIN TYPE-A RECEPTOR 2,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_worsen,-1,False,False,False,True,False,False
rawtok_EPHRIN_TYPE_A_RECEPTOR_4,EPHRIN TYPE-A RECEPTOR 4,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_worsen,-1,False,False,False,True,False,False
rawtok_EPHRIN_TYPE_A_RECEPTOR_8,EPHRIN TYPE-A RECEPTOR 8,EPH_RECEPTOR_SIGNALING,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_worsen,-1,True,True,True,True,True,True
rawtok_EPHRIN_TYPE_B_RECEPTOR_2,EPHRIN TYPE-B RECEPTOR 2,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_worsen,-1,False,False,False,True,False,False
rawtok_EQUILIBRATIVE_NUCLEOSIDE_TRANSPORTER_1,EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 1,ION_CHANNEL_TRANSPORTER,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_improve,1,True,True,True,True,False,False
rawtok_ERBB3,ERBB3,ERBB_EGFR_FAMILY_RTK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_EZH2,EZH2,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_FGR,FGR,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_FRK,FRK,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_FYN,FYN,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_HDAC,HDAC,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_12,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 12,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 4,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_9,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 9,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_PARP_1,PARP 1,PARP_DNA_REPAIR_CHECKPOINT,mapped,2.156868848616866,0.3079788556193091,0.492063492063492,2.0,0.05555555555555555,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.156868848616866,enriched_in_worsen,-1,True,True,True,True,False,False
rawtok_PARP_1_2_AND_3_INHIBITOR,"PARP 1, 2 AND 3 INHIBITOR",PARP_DNA_REPAIR_CHECKPOINT,mapped,2.156868848616866,0.3079788556193091,0.492063492063492,2.0,0.05555555555555555,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.156868848616866,enriched_in_worsen,-1,True,True,True,True,False,False
rawtok_PDK1_PDPK1,PDK1 (PDPK1),PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_PDPK1,PDPK1,PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SERINE_PROTEIN_KINASE_ATM,SERINE-PROTEIN KINASE ATM,PARP_DNA_REPAIR_CHECKPOINT,mapped,-0.33120590847537323,-0.0,1.0,2.0,0.05555555555555555,enriched_in_worsen,1.0,0.0,enriched_in_worsen,1.0,0.0,enriched_in_worsen,-1,0.33120590847537323,enriched_in_worsen,-1,True,True,True,True,True,True
rawtok_SLC12A2,SLC12A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC7A11,SLC7A11,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_TYROSINE_PROTEIN_KINASE_SYK,TYROSINE-PROTEIN KINASE SYK,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_WEE1,WEE1,PARP_DNA_REPAIR_CHECKPOINT,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_YES1,YES1,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_APOPTOSIS_REGULATOR_BCL_2,APOPTOSIS REGULATOR BCL-2,APOPTOSIS_BCL2,mapped,2.156868848616866,0.3079788556193091,0.492063492063492,2.0,0.05555555555555555,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.156868848616866,enriched_in_improve,1,True,True,True,True,True,True
rawtok_AXL,AXL,VEGFR_FGFR_PDGFR_KIT_FLT_RTK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_BLK,BLK,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_CASEIN_KINASE_I_ISOFORM_ALPHA_LIKE,CASEIN KINASE I ISOFORM ALPHA-LIKE,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA,CASEIN KINASE II SUBUNIT ALPHA,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_3,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_6,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 6,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_7,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 7,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_EPHRIN_TYPE_A_RECEPTOR_7,EPHRIN TYPE-A RECEPTOR 7,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_worsen,-1,False,False,False,True,False,False
rawtok_EPHRIN_TYPE_B_RECEPTOR_3,EPHRIN TYPE-B RECEPTOR 3,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_GLYCOGEN_SYNTHASE_KINASE_3_ALPHA,GLYCOGEN SYNTHASE KINASE-3 ALPHA,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_JMJ_HISTONE_DEMETHYLASE,JMJ HISTONE DEMETHYLASE,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_KDM4E,KDM4E,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_KDM6B,KDM6B,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_1,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 1,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_13,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 13,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_P38,P38,JNK_P38_STRESS_MAPK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_PI3_KINASE_CLASS_I_INHIBITOR,PI3-KINASE CLASS I INHIBITOR,PI3K_AKT_MTOR,mapped,2.156868848616866,0.3079788556193091,0.492063492063492,2.0,0.05555555555555555,enriched_in_improve,1.0,0.0,enriched_in_improve,1.0,0.0,enriched_in_improve,1,2.156868848616866,enriched_in_improve,1,True,True,True,True,True,True
rawtok_PI3K_BETA_SPARING,PI3K (BETA SPARING),PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_PROTEASOME,PROTEASOME,PROTEOSTASIS,mapped,,,,,,,,,,,,,0,,neutral_or_missing,0,False,False,False,False,False,False
rawtok_RAF,RAF,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ATR,SERINE/THREONINE-PROTEIN KINASE ATR,PARP_DNA_REPAIR_CHECKPOINT,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_worsen,-1,False,False,False,True,False,False
rawtok_SLC12A3,SLC12A3,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC18A2,SLC18A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC22A6,SLC22A6,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC29A4,SLC29A4,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC47A1,SLC47A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC5A1,SLC5A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC5A8,SLC5A8,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC6A1,SLC6A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLCO1B1,SLCO1B1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLCO1B3,SLCO1B3,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SMARCA2,SMARCA2,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_SMARCA4,SMARCA4,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_SODIUM_DEPENDENT_SEROTONIN_TRANSPORTER,SODIUM-DEPENDENT SEROTONIN TRANSPORTER,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
