drug,n_rows,Y_mean,Y_std,Y_iqr,Y_median,AUC_mean,AUC_std,curve_RMSE_mean,curve_RMSE_std,Z_SCORE_mean,Z_SCORE_std,Z_SCORE_abs_mean,TCGA_entropy
XMD11-50,53,2.8951231509433963,1.0955743731132084,1.5498540000000003,2.790234,0.8872263018867924,0.06741968542546495,0.05115847169811322,0.027483100390270444,0.18555460377358493,1.0242134375877523,0.7880341132075473,3.70668901410116
XMD11-85H,256,3.8982838046875,0.9858194287254902,1.5567747500000002,3.9753985,0.94738096484375,0.03958675709537434,0.051216203125,0.03373749153346086,0.04826839453124999,1.083603298400902,0.91275878515625,4.339496048662435
ZG-10,256,1.688745671875,1.2432679412118575,1.3328080000000002,1.5159975,0.7736706328125,0.11419888202336402,0.09262311328125,0.04310412174012036,0.16314696875,1.048692157331298,0.7718259296875,4.347587450351538
XMD8-92,256,3.238888875,1.078475189233559,1.4632735000000001,3.1392810000000004,0.91310026953125,0.05375073576829391,0.0500363125,0.03430600210864611,0.10944904296875,1.0663179602878834,0.85874469140625,4.339496048662435
THZ-2-98-01,53,3.5707743396226412,1.1611400194915862,2.014676,3.330817,0.9262789433962263,0.057838710284394475,0.07361296226415094,0.047075784451964045,0.19035135849056606,1.0705168883026537,0.8886526037735849,3.70668901410116
QL-VIII-58,257,-1.0138388093385218,1.3921372982501465,1.900893,-1.149728,0.42036330350194556,0.19438475617250306,0.09318461478599221,0.042705729990745234,0.08180403501945525,0.9988824953945931,0.8006398093385214,4.342443509940909
CCT-018159,605,3.1823865652892565,1.1117898936289186,1.466542,2.984814,0.9112206578512396,0.05372732069610776,0.0684700165289256,0.03387109775065112,0.0017314892561983448,0.99044132381957,0.7994109801652892,4.39307312748053
RUCAPARIB,1360,3.7836851314566524,1.3151669608860372,1.4901064999999996,3.775231,0.9462740732776093,0.053889560270676436,0.059408336248785235,0.03717165795194713,0.029896125364431494,1.0247254131107622,0.8100981700680272,4.4330608563226095
CRT0160829,510,3.412016688235294,1.21817096753006,1.4688197499999993,3.3212965,0.8737122196078431,0.09004506438365945,0.06341194901960784,0.037919629069798524,0.03954748627450979,1.0181145980692854,0.8053745725490197,4.440186390479783
AZ20,789,1.1064359303257958,1.0508290953811092,1.32842986963961,1.1630580217866,0.7340334572322731,0.14520013422949074,0.0742692882352941,0.031100892580341925,0.026003450980392154,1.0404408671887961,0.8005464470588235,4.440186390479783
KU-60019,509,3.185498058939096,0.9845204699938853,1.2209410000000003,3.043863,0.9141235049115913,0.05197410415326014,0.05936101571709233,0.036762856779343094,0.008867567779960702,0.9933185533181949,0.7801065854616895,4.443343773316729
FS112,509,1.8409931709233793,1.3222275029452424,1.7925110000000002,1.612953,0.854859343811395,0.09874089256807148,0.08591630058939097,0.04839196102727167,0.04647086640471513,1.0340536319884561,0.8185783516699411,4.441194806803307
CCT245232,510,-2.498181388235294,1.123080079197641,1.3868397499999998,-2.6112435,0.7500527901960784,0.12187004838760487,0.07731538823529412,0.03496151207502277,0.0214210431372549,1.0003980977601172,0.7652281725490196,4.440186390479783
CCT245467,509,-0.8345781198428291,1.0406164974033985,1.441829,-0.92592,0.9056487347740668,0.06139907521494426,0.09094161689587425,0.04899409892042308,0.05243719056974458,0.9776662132655787,0.7891597367387034,4.439187218664944
FY026,508,-0.37288051771653546,1.1147608587673863,1.37413575,-0.511134,0.5096276161417322,0.15918902257577766,0.09436773031496062,0.03806361692105115,0.03433636614173228,0.9977090815539797,0.7729139488188977,4.419632109658982
FY069,504,3.924244628968254,1.075916861666749,1.5966005,4.105003,0.9467885515873016,0.049448525520066476,0.05564605952380953,0.03947463938632431,0.08705118849206349,0.9810773616953028,0.8219372956349206,4.41818216539194
ZL049,507,3.2821857573964492,1.1511117253568783,1.8206129999999994,3.269748,0.9144171203155819,0.061470106435285575,0.0803666311637081,0.05153652985594723,0.04996750295857989,1.0156421667025326,0.8487099447731755,4.420698859719446
FY012,508,-1.106785844488189,0.9776030604302188,1.3119710000000002,-1.201148,0.40470676574803144,0.1427820216382399,0.09229269488188976,0.036135708230133075,0.07605319881889763,1.0007594163803855,0.7773357893700789,4.419632109658982
TAMOXIFEN,1294,4.014454096932469,4.786812452687741,1.2518492499999998,3.8140625,1.0003448993982929,0.125575067744932,0.06374460970873787,0.036470986188554017,0.0011897864077669964,1.0183541557581948,0.7961001553398058,4.4202537489354645
TORIN2,68,-2.2826890147058827,1.5840413366236477,1.8811072500000003,-2.804825,0.2619978235294118,0.19849244738997981,0.1316136176470588,0.047490960364360256,0.08417841176470588,1.0683482422832213,0.8116207352941176,3.798655173988793
QL-XII-61,242,3.942679739669422,1.204807533179392,1.6830924999999994,4.2109635,0.9416746074380166,0.06557688309911225,0.061985892561983474,0.04712760107006418,0.1269810826446281,0.9780921545087888,0.8166367768595042,4.337696483116673
HG-6-71-01,68,0.48004798529411774,1.503087178846798,1.98954375,0.220661,0.615698117647059,0.17296632025119713,0.08102795588235294,0.038053649315040135,0.19597160294117644,1.0133035096381338,0.7495187205882353,3.798655173988793
PFI-1,1306,3.079925121801825,1.4056135772130733,2.089156626359908,2.9887625,0.8944055412689111,0.0811132072414411,0.06977452969814994,0.03520568579344795,0.042638448880233694,1.0213737893562769,0.8179606377799415,4.425733194877906
IOX2,605,0.3569217305785124,1.1651719019088698,0.9320579999999999,0.204998,0.9741023355371901,0.035308471352446,0.0608232132231405,0.04061337489383731,0.067295826446281,1.029293570412588,0.7383015719008265,4.377425135762563
I-BET-151,500,1.6002711259999998,1.3578672743593412,1.8712335000000002,1.638255,0.761506474,0.15000966463258186,0.087553396,0.04464631263702917,0.027804719999999995,1.012260078328801,0.81426392,4.413371330165631
YK-4-279,964,2.050797186721992,1.5749109594467807,2.11926275,1.7552555,0.7806865591286306,0.11924299669253371,0.08785266804979254,0.03581764187376778,0.0848698143153527,1.0299282337649234,0.8169354657676349,4.420765882030509
(5Z)-7-OXOZEAENOL,500,0.8517861780000001,1.4884630103394467,1.5968027500000002,0.960684,0.6752613980000001,0.18350257548141446,0.085528784,0.04132890813550111,0.015463254,1.0400504122079974,0.7757821300000001,4.413371330165631
PIPERLONGUMINE,604,1.8116597019867549,1.036838188333882,0.93488225,1.6009775,0.7994262682119205,0.084611284442713,0.11016679801324503,0.0439680639803637,0.04330837582781457,1.023009980008315,0.7195925182119205,4.378438524805723
DAPORINAD,788,-2.8226837588832487,2.9550109726631417,4.85429675,-3.4265985,0.5613470621827411,0.313613542631396,0.12216753807106598,0.06189642648044695,0.01790907233502536,0.9819928929978753,0.8231057246192893,4.406330227288542
N22899-6-C1,507,4.04457647928994,0.853759285931452,1.1494705000000005,4.113905,0.9568935226824458,0.032544531829372836,0.05206982051282052,0.03341317991950681,0.0407442090729783,1.0253767989904052,0.8227861735700198,4.420439974882059
N23918-95-7,507,4.002072548323472,0.6970625206138263,0.9011109999999998,3.955279,0.9584301913214991,0.02361743498338778,0.057185656804733725,0.039176258672941916,0.025672337278106517,0.9806493496253386,0.7805288145956608,4.421011033356939
N24798-49-A1,502,4.688660701195219,0.6199506831951797,0.76018425,4.7430615,0.9776365537848606,0.017424482882789673,0.052936476095617524,0.025703049771948615,0.020451037848605573,1.060283266411421,0.809388703187251,4.420454883372237
GSK-J4,785,2.6256010725023144,1.4291054984589568,1.9816500272499025,2.33282374828553,0.8243032991683102,0.10784653113896144,0.08767390836653388,0.041348456672060295,0.0673088326693227,1.0119682141709212,0.7906714621513944,4.420454883372237
TALAZOPARIB,1967,604902922794.724,25649595297685.473,3.2247332687013532,1.38970673583069,0.751710298754595,0.20344766346818602,0.09393170784313726,0.0522643515260132,0.04398776666666668,1.0133543808290393,0.8037562627450981,4.425984532619953
RTRAIL,501,-0.7881078483033932,1.3999880369958813,1.750486,-0.432644,0.9299068043912174,0.09699593379814259,0.05855802195608782,0.03716442771362848,-0.0024204710578842313,1.0191517773770076,0.8013559321357286,4.4190737341031845
UNC1215,496,2.433816324596774,0.5709078177584209,0.6949322499999999,2.4801029999999997,0.9790338770161291,0.010701745496398844,0.055445667338709675,0.031992016677842856,0.04201826008064516,1.047014574702238,0.8039499858870968,4.416440980830536
UNC0642,487,1.696818977412731,0.6388634327178465,0.7222089999999999,1.755276,0.9770467515400411,0.01822498648121885,0.05959292402464066,0.045999281105587306,0.03940452156057494,1.0542263675882675,0.7834786981519507,4.4191461748173495
SGC0946,1014,1.9279828106508876,0.7122830066838116,0.8855995000000001,1.891154,0.975948113412229,0.014775497134096089,0.06530914003944772,0.035659832560140964,0.024250707100591712,1.0032525629946059,0.7925779595660749,4.4250528215001985
ICL1100013,499,1.9467726593186372,1.7468580484234313,2.7228065,2.144901,0.7085474288577154,0.20762781805510006,0.11866772144288577,0.05304151690253446,0.06211934869739479,1.019268936859572,0.8477566392785572,4.422044143803578
XAV939,990,3.84659407979798,1.1040528953948474,1.36376425,3.800788,0.9558913181818182,0.039820663215660516,0.0761649696969697,0.04054825591270574,0.07255838585858584,1.0270825883445451,0.798772995959596,4.420057713360998
965-D2,464,3.3350216314655174,1.0909017563083265,1.5724940000000003,3.3079669999999997,0.9187247629310344,0.06627977426567064,0.06775934913793102,0.04569147721046908,0.03299218103448276,1.0312081767868326,0.8343003318965517,4.403861977591776
993-D2,464,4.312046814655172,0.8054365431748256,0.9222034999999997,4.4303345,0.9644634978448275,0.03893312614670277,0.05074504094827586,0.03277498590188453,0.05238311422413793,1.0025442805104705,0.7572418943965517,4.394260040449905
BAY ACCI,465,4.098784864516128,0.8395031975628945,1.1735409999999997,4.210424,0.9585511032258065,0.0371623921177855,0.07270117419354838,0.043054892299081875,0.011649513978494622,1.0029378820640644,0.8023656258064515,4.398096571708322
BAY AKT1,465,2.5647532150537633,1.5465500236531786,1.7434469999999997,2.731368,0.8485018021505376,0.1547015312570063,0.09393257419354838,0.05732643324391602,0.0063634774193548375,1.0378497254267123,0.7918992752688172,4.400919797426385
BAY-HDAC11_1,466,0.8684400708154507,1.3470558472463596,1.68475975,0.566948,0.671106939914163,0.15331419356992484,0.10075621673819742,0.041780767001692275,0.048762624463519304,1.0322897900294947,0.8155654012875537,4.39919226802475
BAY-HDAC11_2,465,2.2038391548387097,1.1647091226553303,1.659379,2.018451,0.8308130322580645,0.09306191592955498,0.07519459569892473,0.039642276804459156,0.041174722580645154,1.0125962359434266,0.8074312215053763,4.402840471822605
BAY-HDAC11_4,466,3.696930521459228,1.0416780448816374,1.5827472499999997,3.6768975,0.9391353540772531,0.05135943424253298,0.060538706008583694,0.04120307718252464,0.08360962875536482,1.0061641359534625,0.8303375085836909,4.39919226802475
BAY-MPS1,466,1.2952694613733906,1.5630324199186256,2.2650865000000002,1.3671920000000002,0.8401971673819743,0.13869386192168137,0.11438400000000001,0.054232272741352755,0.032171379828326165,0.9846722199805885,0.8061038991416308,4.39919226802475
BAY-MPS-COMBO-1 (PACLITAXEL 5 UM),407,0.10962952334152333,1.4416070909398657,1.9388305000000001,0.106786,0.838106683046683,0.1313401910448767,0.10475335872235872,0.057776390782407344,0.002333373464373465,0.9703841493919793,0.7821483120393119,4.4139332717315005
BAY-MPS-COMBO 2 (PACLITAXEL 1 UM),409,0.12069479462102693,1.4351053215831808,2.037838,0.08351,0.8393429755501222,0.12808809121195824,0.09895366014669928,0.04925033794523649,0.015691381418092898,0.9746341293581037,0.786839239608802,4.411377435915717
TRAMETINIB,1686,-0.1689498615114262,2.191544611018111,2.0330042500000003,0.0971306224637965,0.7231106904522486,0.2419918245736366,0.14026732413793103,0.06262981699164277,-0.0794794738916256,1.0212907196753833,0.8177760275862068,4.421779451805972
DABRAFENIB,1570,3.6795828712284857,4.095701475156083,2.59915459917133,3.9486395,0.9187116810028195,0.2012114645409905,0.09537423771313942,0.06740014982531241,-0.01966686058174524,1.0456896571853185,0.7536698375125376,4.414453163013296
TEMOZOLOMIDE,1273,9.344842243274593e+22,3.0020078447822786e+24,1.3657815000000006,5.974347,1.0041231162692665,0.09950039836395598,0.066343833984375,0.033629266413600055,0.0772190673828125,0.9948475734159222,0.7664371474609375,4.4220218157965805
BLEOMYCIN (50 UM),933,2.9589695348338694,2.1656876471765,2.9754680000000002,3.046249,0.7227998735262593,0.2234270659656967,0.09595502143622724,0.04972568396983375,0.06048296034297965,1.0111586197589335,0.8150541693461951,4.436301681838638
ZL109,508,-0.15428418307086617,0.9093705098190789,1.1170225,-0.13239,0.543883312992126,0.12972224965120857,0.12410494488188976,0.04330457357965886,0.06844147440944882,0.9993066790786878,0.7702967893700788,4.419632109658982
AZD3514,506,3.365775527667984,0.9876351916023899,1.2665385000000007,3.2769015,0.9239502233201582,0.06057791521975489,0.06309791699604743,0.043693356100258395,0.04370641106719368,1.0206223124696288,0.7902959407114625,4.410857775888265
BLEOMYCIN (10 UM),505,2.075482166336634,1.7991827602242267,2.502065,2.08188,0.7937299524752475,0.1865591491925766,0.090360700990099,0.052463028176158485,0.06959594851485147,0.9758213017773641,0.7859389900990098,4.415547165619223
AZD6738,1031,1.9395531406401552,1.3950567893357244,1.8587725000000002,1.82349,0.8018031697381183,0.11499915707362371,0.0690813676042677,0.03267790567123205,0.04052575654704171,1.029564742962614,0.8222838225024248,4.417246566735555
AZD5438,1192,1.5830030930878263,1.33248236128181,1.4212671204911702,1.433433,0.7687835028030233,0.11952932894545004,0.09314399564744287,0.04054873694862173,0.024096364526659413,1.0194612318177803,0.8037889804134929,4.423901531858451
AZD6094,507,3.0724885719921105,0.970878341130122,0.8435580000000003,3.186944,0.9665516232741619,0.07446904187027764,0.05979077712031558,0.03958793478579524,0.032645745562130186,1.0642309542451942,0.6399291617357001,4.409417575157728
DYRK1B_0191,505,2.3537062099009898,1.1711487333582336,1.193328,2.137205,0.8468702435643565,0.0917854465513841,0.06843766138613862,0.04032671377362597,0.023812469306930678,1.0375761431375272,0.7588965207920793,4.412216685546734
AZD4877,505,-3.366817704950495,1.6110739232889448,2.027177,-3.711587,0.7985008316831682,0.1516901921998269,0.09427085148514852,0.04703912314448586,0.08275634455445545,1.046525463452579,0.8155119881188119,4.413539314378401
EPHB4_9721,506,2.24794395256917,1.6388858905174497,2.10667475,2.380605,0.8182376225296443,0.16651015489351745,0.07484180039525692,0.04504055599394003,0.05866166403162055,1.0355325447905106,0.8241472529644268,4.41141062037676
FULVESTRANT,1684,10.183370642286254,237.9950511701004,1.5687449999999998,3.7210289999999997,0.996014364283356,0.11111841274805394,0.06347663548163548,0.03707471667559675,0.03651032986832987,1.04779827951666,0.8308785765765765,4.421459198100028
AZD8931,1104,7.380866282241063e+28,2.1720323203878833e+30,2.2477466985711025,1.772963,0.8216782032204278,0.16076677093371594,0.10066341153081511,0.05424727464577048,0.06765447713717693,0.951612511923431,0.7010044174950298,4.412814062846078
FEN1_3940,503,2.330972733598409,1.060769990137267,1.100081,1.991219,0.8484278250497017,0.06929965120946997,0.12589151491053677,0.056052360466831916,0.07640030815109344,1.0713629433895058,0.7873802803180915,4.417076608332356
FGFR_0939,506,2.1682094169960475,0.9606849422577345,1.1796985000000002,2.1594085,0.9324715316205534,0.06448982607574001,0.06263598221343875,0.042171892273062304,0.07370394861660079,1.0037546330705918,0.7550146798418972,4.41141062037676
FGFR_3831,505,2.9324979386138614,1.3595395815122304,1.8476929999999996,3.014884,0.8828451485148514,0.10486545709499286,0.07652246732673267,0.04194530933449047,0.07858889702970297,1.0172471608987566,0.8164347663366337,4.4159604268636174
BPTES,505,3.665103033663366,1.1851765102449414,1.4195290000000003,3.784262,0.9307726257425744,0.08611347374660296,0.08487412871287128,0.05768926918260177,0.026837748514851482,0.9932675589685007,0.7589982198019802,4.420762645074869
AZD7969,505,2.494051037623762,1.2733746265531045,1.738512,2.352409,0.8526742574257425,0.09757338101604277,0.06435417227722773,0.03875428969840373,0.12375475049504951,1.031320624094815,0.8285326752475247,4.419027683818378
AZD5582,983,1.9547345391658189,2.2777415443642304,2.0647279999999997,1.946433,0.7846158331637844,0.21508690898905736,0.13218586469989826,0.06138802033302879,0.0007951505595117037,1.0285088626300711,0.7290674394710072,4.414812822901982
IAP_5620,916,4.22448915720524,1.8402240146825826,1.5845147499999994,4.5679025,0.9299123504366813,0.14269821257911702,0.07759336790393014,0.05135040844929383,-0.012072753275109168,1.0567783481046762,0.7194110502183405,4.416348171855716
IAP_7638,502,3.7864980298804776,1.5434891103570403,1.4357567499999995,4.183147999999999,0.9259241195219123,0.13420713173666923,0.07402797609561754,0.05267897034011994,0.024272079681274917,1.0233795148590359,0.7094588087649403,4.415117727784359
IGFR_3801,505,0.32641458613861385,1.6727141045032732,2.33869,0.156746,0.5947544198019803,0.21245058779157594,0.10886093267326734,0.05660500029359175,0.1309782910891089,1.0354913623592443,0.8295209445544555,4.412433340269455
AZD1480,753,56509470020076.52,1313161417715830.8,1.504633,1.6486455,0.9310234005541902,0.1284599568470447,0.06872715157480315,0.047283357217169836,0.07632812007874014,1.043572908963223,0.8071153287401575,4.412353040180224
JAK1_3715,506,4.313667549407113,0.9389584445449204,1.1614727499999997,4.4804645,0.9625299071146245,0.05179923229142932,0.05776505533596839,0.03849858648248539,0.06810701383399212,1.0490303131788539,0.7899268517786562,4.415139787678898
JAK3_7406,506,3.45154714229249,1.1638393587436147,1.91039825,3.3232945000000003,0.9236389545454545,0.058687272720600064,0.07002418972332015,0.04425318522168686,0.09431577272727273,1.030024710336643,0.8695508122529644,4.407903826877121
MCT1_6447,493,4.211102638945233,1.0967154191341177,1.150702,4.43069,0.9550457058823529,0.08158919987989445,0.08643994523326572,0.06187661683865239,0.12087346044624746,0.9041134063637972,0.6570707545638945,4.4351671817185565
MCT4_1422,506,4.131967903162056,0.8818372901486404,1.0844172500000004,4.2193615,0.958619432806324,0.04196800110787415,0.06132771343873518,0.04147938206805187,0.0024962430830039674,1.0283450930770688,0.7930515158102766,4.41540635946289
AZD2014,1616,0.767462773311117,1.4203990880474786,1.266484514987581,0.445480295165611,0.6767001539310188,0.16002752189467254,0.10604288925081434,0.04250366229313688,0.013519411509229093,0.9908659963946476,0.7733592985884907,4.42173817350756
AZD8186,1030,2.506881067961165,1.5363534746390881,1.899395,2.526565,0.897884077669903,0.09521860577824869,0.08336899126213591,0.05058093832427164,0.02258237669902913,1.0491515172145869,0.8143309300970875,4.417921286849992
AZD8835,502,2.657295621513944,1.2390253386216583,1.7398060000000002,2.6046284999999996,0.8673669900398406,0.1080038633477979,0.07131795219123507,0.04778436797923935,0.04330120916334661,1.024368902357133,0.808444515936255,4.407626670062319
PI3KA_4409,502,2.4255267709163344,1.2606889227777596,1.665277,2.384028,0.84706156374502,0.11569126317545614,0.07449491035856573,0.049585183785681504,0.019013772908366547,1.016673189427709,0.8102353346613546,4.414893355056263
AZD1208,922,4.260368867678959,1.3885689041022768,1.9755742500000002,4.221167,0.9471573438177875,0.06168916747790713,0.07261488394793926,0.04282894622555028,0.021082426247288507,1.0244192554816713,0.7906654436008678,4.4212874875413934
PLK_6522,496,-2.169572572580645,1.8170242520408106,2.74002825,-2.6333,0.6202997358870969,0.2134830149742072,0.12379233669354839,0.05567107452874785,0.08391873588709678,1.0490803134694118,0.859971993951613,4.409206201353544
RAF_9304,506,2.1396678023715414,1.3190215187006595,1.391489,2.250802,0.8226406837944663,0.14191761483989354,0.06797019565217391,0.03933590964197529,-0.06196278458498023,1.0164937797978528,0.7377813260869565,4.415146962995388
PARP_9495,502,1.8000309561752987,1.2805761369321178,1.8697290000000002,1.8997575,0.9021254581673307,0.08998024611053815,0.07160523705179282,0.04682664642340999,0.07494983067729083,1.0030270405893205,0.8132622808764941,4.411342847410418
PARP_0108,506,0.2535878972332016,1.9226466856811242,2.811402,0.377643,0.741206675889328,0.21025541762709998,0.10162516600790512,0.04769480064043462,0.04219096640316205,1.0067550074913576,0.8318421600790514,4.412628366794261
PARP_9482,505,-0.2672332613861386,2.174812694857164,3.14399,-0.099393,0.6791150891089109,0.256801563549829,0.13157356435643563,0.06142792588570252,0.024791164356435632,1.003143732372553,0.8271083168316832,4.41233152431841
TANK_1366,505,2.6343476475247525,0.9709190025056089,1.136046,2.711219,0.9518036079207922,0.06071564847685493,0.08332790297029703,0.056986473858642604,-0.004700691089108916,1.0415110064683646,0.7784565049504951,4.412760279731258
AZD1332,921,2.892371054288817,1.5964940127010905,2.14693,2.673769,0.8696811932681867,0.11091665039674768,0.06874773832790444,0.03458918490193671,0.07741824104234528,1.0021888760822821,0.7626219001085776,4.419104796611336
TTK_3146,506,2.6716390039525693,0.9614345743112248,1.230575,2.5218214999999997,0.8797165849802372,0.06440588903946634,0.0716880770750988,0.03526652294196055,0.03070228656126481,1.0252574648012083,0.7965734407114624,4.41540635946289
SN-38,1741,-3.1839944859803824,11.211568092895638,3.0053965,-3.638169,0.6580319523726724,0.27079096932701907,0.09642811284046694,0.04513419812882721,0.041580205577172506,0.9919302469184541,0.7858318709468223,4.421244230023068
PEVONEDISTAT,1561,0.6298191553594407,1.6384470689907458,1.2058502333387116,0.34025704613805485,0.7245480384639209,0.16601562782436402,0.08006854842219804,0.04186381501824591,0.029029052230685526,1.0031673523288844,0.8043675266594124,4.422678544181276
PFI-3,468,4.549434487179487,0.6327436704494307,0.7769935000000006,4.6372045,0.974163032051282,0.0209617466433368,0.060648282051282046,0.03997307486576865,0.00785069444444444,1.0314469698346878,0.7950393995726496,4.390092707439931
I-CBP112,466,4.5117715343347635,0.7031210684725516,0.9052597499999999,4.5934505,0.9727266545064377,0.019686415199777027,0.04860465021459227,0.03186913604727885,0.031863575107296135,1.0160370542550934,0.7990612017167381,4.390417197167572
CAMPTOTHECIN,752,1.2792603251090655e+69,3.498724368380306e+70,3.0492448614715304,-1.2623055,0.700490709195379,0.2738551313062597,0.09761229566854991,0.027222700382272536,0.05246292278719398,1.0316549733444087,0.8286575404896422,4.419481432918702
STAUROSPORINE,531,-2.6704853408662896,1.3686875096044808,1.8372595,-2.562745,0.4159103691148776,0.16762685522972415,0.10863648210922787,0.032350068565690365,0.08858125423728813,0.9885066940639993,0.791993770244821,4.416286815090705
IRINOTECAN,1142,1.607196878880549,1.9112147554111902,2.508974480216396,0.7698731329732169,0.7405654723485399,0.20412051519489896,0.08462166540642722,0.03174309549376199,0.07897683553875239,1.0034042969681225,0.8087727561436674,4.423614560490146
OXALIPLATIN,1217,3.921867133219504,1.9605416755667007,2.9606890000000003,3.996364,0.91960151611709,0.10641462947679402,0.06931826511134677,0.029875994205626897,0.019852828207847298,1.0035862148563397,0.8198044294803818,4.426254884688487
PRIMA-1MET,491,4.491878857433808,1.8228235715766674,3.0407064999999998,4.13987,0.8944337087576374,0.08537874056042519,0.11206652138492872,0.05529744560112371,0.04148197963340121,1.0136902008445747,0.8934930631364563,4.416422921375583
NIRAPARIB,1143,20.23938983193815,335.1535535265814,3.300720673238313,3.653878,0.8991809899954112,0.09433036546586562,0.08087447861507129,0.03779342080132968,0.030623132382892045,1.0036025719956352,0.818365348268839,4.416422921375583
MK-1775,1174,0.829987046080611,1.1534581269306416,0.9504993754625651,0.6639911461522874,0.7204766235711141,0.10607070761840152,0.10482928490566039,0.02698525907480887,0.0610306075471698,0.9956033031083276,0.803694641509434,4.422548697591353
DINACICLIB,1070,-1.1054058558895814,1.699013504463185,2.9055542348226813,0.0108541748928642,0.5558890617413558,0.13213431426026565,0.14075376844262294,0.03647077072662312,0.04845574180327869,1.0188453007333116,0.7904290286885246,4.409025742873022
EPZ004777,529,5.219703504725898,0.9761012522284476,1.1601870000000005,5.209903,0.9751464782608693,0.01253837876977093,0.06900977882797732,0.025454169426545988,0.07454476370510398,1.0032980716850983,0.7757057882797733,4.423614560490146
AZ960,770,1.631663782291083,1.541458562320423,1.9419111976360905,1.25611143671368,0.8094396434579458,0.13073848978153763,0.11227233808553971,0.044649448531088966,0.07061086965376782,0.9995408999245825,0.8080618716904276,4.416422921375583
EPIRUBICIN,719,-0.5445323072254492,1.489732714016062,1.5677109245072764,-0.146758,0.6651422584012859,0.17403388398536898,0.08436505152671755,0.03279476379780384,0.07884861641221375,1.0334199595448403,0.7973600820610687,4.420942459376254
CYCLOPHOSPHAMIDE,730,5.318578478551424,1.1652482296639102,1.2226979999999994,5.30488,1.0020869051637753,0.11695965359893494,0.05475909732824428,0.027019531310181283,0.06899762786259543,1.0408877310311313,0.793345498091603,4.420942459376254
SAPITINIB,529,3.7971115708884686,1.6771131561723707,2.0317479999999994,4.075054,0.9262734102079395,0.09127879904533726,0.08937493194706994,0.03858672563528727,0.04759303024574669,0.9443657204415271,0.740208606805293,4.423964702439141
UPROSERTIB,1606,2.2091048516402005,1.7528539234498564,2.435682763183828,1.81747457310312,0.8259480569430879,0.11419339956369012,0.08675551518438178,0.04087480354699874,0.028367066160520607,1.0209126700621838,0.8095817429501085,4.431525418886409
ALPELISIB,1126,1.379484723104953e+72,4.017120149915106e+73,2.5711595931355475,3.4289050000000003,0.9080914127966364,0.08899423222789135,0.07053360491493384,0.028484642169217866,0.06154274291115312,1.0257493059833702,0.8186001909262759,4.423614560490146
TASELISIB,809,2.2366392396290142,13.089007688650213,2.2414749974080674,1.71023242748011,0.8511772984693147,0.19129539141304638,0.12205273207547171,0.043737308976767364,0.06816355849056603,1.0109722709420668,0.7978097584905662,4.422548697591353
EPZ5676,527,5.609177316888045,1.0677148852747578,1.2409479999999995,5.67541,0.9802375578747629,0.022077959508111165,0.0606253339658444,0.030074576469436964,0.07377332827324479,1.0432162252791568,0.7884540607210626,4.427445960298161
SCH772984,529,2.33099570321361,1.8543299702229836,2.342684,2.439328,0.8703719754253308,0.1309441995811508,0.09246674102079395,0.04093409399033643,-0.06858071077504725,1.0311524567010613,0.801765145557656,4.423614560490146
IWP-2,490,2.90094926122449,0.9076410042011326,1.1611369999999996,2.9504475,0.975485806122449,0.01574600453067781,0.08079804693877551,0.03725430109039745,0.04184666734693875,1.0164964660772065,0.7940078918367346,4.408332347506441
LEFLUNOMIDE,491,5.063834415478615,0.9343645310552561,1.0823279999999995,5.072318,0.8837045661914461,0.048083494294408405,0.08274124439918534,0.03686706948662972,0.028073600814663962,1.02363533821512,0.7921594786150712,4.416422921375583
GSK2801,413,5.0062325181598055,0.896694876703575,1.183033,5.021246,0.9710639152542373,0.016584824666499458,0.08557838014527845,0.035668436856072405,0.02768058111380145,1.010404993263324,0.79798998062954,4.420332446677717
BROMOSPORINE,683,2.8260780841166944,1.81283560610836,1.932464,2.658618,1.0031437451369767,0.1790103758174614,0.0878851598062954,0.03431860946647262,-0.0021892203389830664,1.0401908240259587,0.8436650024213074,4.420332446677717
SGC-CBP30,413,4.245793905569007,0.9008213170832494,1.1855540000000002,4.285051,0.9699116392251816,0.016539766677487903,0.08732945278450363,0.0370660697303238,0.027575607748184024,1.0236342376406533,0.8211969394673123,4.420332446677717
GSK-LSD1,413,2.647525615012106,0.9252737105070137,1.1007319999999998,2.713112,0.9690561791767554,0.021703082572133995,0.0907132784503632,0.041920334730068835,0.007849929782082323,1.0544408520669624,0.8018172276029055,4.420332446677717
BDOCA000347A,413,2.7730718644067793,0.9960385625781386,1.3363709999999998,2.744837,0.9545156585956417,0.028717625685657052,0.08949154479418887,0.03898233041654778,0.019590111380145266,1.0264606017791182,0.8123177627118644,4.420332446677717
BDF00022089A,413,4.3792383825665855,0.829181679498068,0.984143,4.372207,0.9724429612590799,0.017068091013015856,0.08457358837772397,0.03609075870419904,-6.431961259078943e-05,1.0365435408465171,0.8075726392251816,4.420332446677717
BDILV000379A,413,4.453165721549637,0.8686554196809402,1.125829,4.461775,0.9738595447941888,0.015773927066155758,0.08249579903147698,0.03519203908026629,0.012611021791767554,1.0242569864729447,0.8033678498789347,4.420332446677717
