feature,raw_token,n_improve_with_token,n_worsen_with_token,n_drugs_supporting_token,support_rate_total,support_rate_improve,support_rate_worsen,odds_ratio,log2_odds_ratio,effect_direction,pvalue,fdr_bh,minus_log10_p,lodo_runs_evaluable,lodo_median_log2_odds_ratio,lodo_min_log2_odds_ratio,lodo_max_log2_odds_ratio,lodo_majority_direction,lodo_sign_consistency,lodo_p_lt_0_05_rate,thresholds_evaluable,threshold_median_log2_odds_ratio,threshold_sign_consistency,threshold_p_lt_0_05_rate,threshold_fdr_lt_0_10_rate,threshold_majority_direction,consensus_score
rawtok_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_3_KINASE_C2_DOMAIN_CONTAINING_SUBUNIT_A,PHOSPHATIDYLINOSITOL 4-PHOSPHATE 3-KINASE C2 DOMAIN-CONTAINING SUBUNIT ALPHA,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,2.269458967970899,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_3_KINASE_C2_DOMAIN_CONTAINING_SUBUNIT_B,PHOSPHATIDYLINOSITOL 4-PHOSPHATE 3-KINASE C2 DOMAIN-CONTAINING SUBUNIT BETA,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PHOSPHORYLASE_B_KINASE_GAMMA_CATALYTIC_CHAIN_LIVER_TESTIS_ISOFORM,"PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN, LIVER/TESTIS ISOFORM",2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PHOSPHORYLASE_B_KINASE_GAMMA_CATALYTIC_CHAIN_SKELETAL_MUSCLE_HEART_ISOFO,"PHOSPHORYLASE B KINASE GAMMA CATALYTIC CHAIN, SKELETAL MUSCLE/HEART ISOFORM",2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PI3K_CLASS_1,PI3K (CLASS 1),2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,2.269458967970899,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PI3_KINASE_CLASS_I_INHIBITOR,PI3-KINASE CLASS I INHIBITOR,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,2.269458967970899,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_POLY_ADP_RIBOSE_POLYMERASE_1,POLY [ADP-RIBOSE] POLYMERASE 1,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.7209985126506382,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_POLY_ADP_RIBOSE_POLYMERASE_2,POLY [ADP-RIBOSE] POLYMERASE 2,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.7209985126506382,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_POLY_ADP_RIBOSE_POLYMERASE_TANKYRASE_1,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-1,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.7209985126506382,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PROGESTERONE_RECEPTOR,PROGESTERONE RECEPTOR,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP10,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP10,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.7209985126506382,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP12,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP12,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP14,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP14,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP3,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP3,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.7209985126506382,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP4,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP4,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.7209985126506382,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_3,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-3,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_4,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-4,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_6,RIBOSOMAL PROTEIN S6 KINASE ALPHA-6,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.7209985126506382,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_RTK_SIGNALING,RTK SIGNALING,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.7209985126506382,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_SERINE_THREONINE_PROTEIN_KINASE_17A,SERINE/THREONINE-PROTEIN KINASE 17A,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_SERINE_THREONINE_PROTEIN_KINASE_4,SERINE/THREONINE-PROTEIN KINASE 4,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.7209985126506382,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_1,SERINE/THREONINE-PROTEIN KINASE PIM-1,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_3,SERINE/THREONINE-PROTEIN KINASE PIM-3,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK4,SERINE/THREONINE-PROTEIN KINASE PLK4,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.3211478378935537,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SBK1,SERINE/THREONINE-PROTEIN KINASE SBK1,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.446917221391536,1.0,0.0,0.0,enriched_in_improve,4.191125932800092
rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2B,5-HYDROXYTRYPTAMINE RECEPTOR 2B,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_ALK_TYROSINE_KINASE_RECEPTOR,ALK TYROSINE KINASE RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_ALPHA_2A_ADRENERGIC_RECEPTOR,ALPHA-2A ADRENERGIC RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_ANGIOPOIETIN_1_RECEPTOR,ANGIOPOIETIN-1 RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_ANKYRIN_REPEAT_AND_PROTEIN_KINASE_DOMAIN_CONTAINING_PROTEIN_1,ANKYRIN REPEAT AND PROTEIN KINASE DOMAIN-CONTAINING PROTEIN 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_AURORA_KINASE_A,AURORA KINASE A,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.8710217096124657,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_BRD4,BRD4,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_DELTA,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT DELTA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_GAMMA,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT GAMMA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_CHROMATIN_OTHER,CHROMATIN OTHER,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_CYCLIN_DEPENDENT_KINASE_1,CYCLIN-DEPENDENT KINASE 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_DELTA_TYPE_OPIOID_RECEPTOR,DELTA-TYPE OPIOID RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_2,DISCOIDIN DOMAIN-CONTAINING RECEPTOR 2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.8710217096124657,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK1,DUAL SPECIFICITY PROTEIN KINASE CLK1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.8710217096124657,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_CLK2,DUAL SPECIFICITY PROTEIN KINASE CLK2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.8710217096124657,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_D_3_DOPAMINE_RECEPTOR,D(3) DOPAMINE RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_EPHRIN_TYPE_A_RECEPTOR_1,EPHRIN TYPE-A RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_EPHRIN_TYPE_A_RECEPTOR_3,EPHRIN TYPE-A RECEPTOR 3,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_EPHRIN_TYPE_A_RECEPTOR_5,EPHRIN TYPE-A RECEPTOR 5,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_EPHRIN_TYPE_A_RECEPTOR_8,EPHRIN TYPE-A RECEPTOR 8,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_EPHRIN_TYPE_B_RECEPTOR_1,EPHRIN TYPE-B RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_EPHRIN_TYPE_B_RECEPTOR_4,EPHRIN TYPE-B RECEPTOR 4,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_EPITHELIAL_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_1,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.4724784163105772,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_EQUILIBRATIVE_NUCLEOSIDE_TRANSPORTER_1,EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_1,FIBROBLAST GROWTH FACTOR RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.6881198310449386,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_2,FIBROBLAST GROWTH FACTOR RECEPTOR 2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-1.086663124346827,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_FOCAL_ADHESION_KINASE_1,FOCAL ADHESION KINASE 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.4724784163105772,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_HISTAMINE_H3_RECEPTOR,HISTAMINE H3 RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_MACROPHAGE_STIMULATING_PROTEIN_RECEPTOR,MACROPHAGE-STIMULATING PROTEIN RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_1,MITOGEN-ACTIVATED PROTEIN KINASE 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_11,MITOGEN-ACTIVATED PROTEIN KINASE 11,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_20,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.4724784163105772,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M1,MUSCARINIC ACETYLCHOLINE RECEPTOR M1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M3,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_4_KINASE_TYPE_2_GAMMA,PHOSPHATIDYLINOSITOL 5-PHOSPHATE 4-KINASE TYPE-2 GAMMA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19566345045647207,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19839712505147497,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_RAF_PROTO_ONCOGENE_SERINE_THREONINE_PROTEIN_KINASE,RAF PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19697083191166792,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
